"STUDY_ID","REVIEWERS","INCLUDE","source_type","label","author","year","title","journal","source","volume","start_page","abstract","doi_upd","url_upd","jour_s","num_authors","doi_prv","url_prv"
"6048","drew2","TopicReview","JOUR","Resasco_2019_CurrentLandscapeEcologyReports","Resasco, Julian","2019","Meta-analysis on a Decade of Testing Corridor Efficacy: What New Have we Learned?","Current Landscape Ecology Reports","Current Landscape Ecology Reports","4","61","Corridors are widely considered as a strategy to mitigate effects of habitat fragmentation on biodiversity. There are, however, lingering concerns about whether corridors work as intended and whether managing for connectivity in fragmented landscapes is even important for biodiversity conservation. In response, numerous manipulative and natural experiments have been conducted to test the effectiveness of corridors. Gilbert-Norton et al. Conserv Biol. 2010;24(3):660-8 (2010) reviewed such studies published between 1985 and 2008 and concluded that corridors are generally effective at increasing inter-patch movement. The authors noted a lack of studies measuring responses at the population and community levels, responses that would better approximate corridor effects on population persistence and aspects of biodiversity. Here I explored what new insights can be gained on corridor effectiveness from studies published in the last decade, particularly with an eye toward insights going beyond effects on inter-patch movement. Following the same selection criteria as Gilbert-Norton et al. Conserv Biol. 2010;24(3):660-8 (2010), I reviewed studies published between 2008 and 2018 that tested corridor effectiveness by comparing ecological response variables from patches connected and not connected by corridors. Analysis of effect sizes showed that corridors increase response variables, reinforcing earlier conclusions that corridors function as intended. Whereas the previous review mainly included corridor effects on dispersal, recent research shows support for corridor efficacy at a variety of levels of organization, from individuals to communities. These findings provide further support for the conclusion that efforts spent creating and maintaining corridors are worthwhile for biodiversity conservation.","10.1007/s40823-019-00041-9","http://link.springer.com/10.1007/s40823-019-00041-9","Current Landscape Ecology Reports","1","10.1007/s40823-019-00041-9","http://link.springer.com/10.1007/s40823-019-00041-9"
"6049","drew2","TopicReview","JOUR","Resasco_et_al_2017_Ecography","Resasco, Julian and Bruna, Emilio M. and Haddad, Nick M. and Banks-Leite, Cristina and Margules, Christopher R.","2017","The contribution of theory and experiments to conservation in fragmented landscapes","Ecography","Ecography","40","109","The clearing and subsequent fragmentation of terrestrial ecosystems is commonly acknowledged as a major cause of the decline of biodiversity. These and other predicted responses to habitat fragmentation are derived from theory, which ecologists have tested with empirical approaches ranging from observations to experimental manipulations. These empirical approaches have also identified areas of theory in need of additional development. For example, experimental studies of fragmentation have provided insights such as the key role played by the matrix surrounding fragments, the importance of edge effects, and the impacts of corridors linking fragments with one another. Much less clear, however, is the extent to which these theoretical and empirical studies – while advancing our conceptual understanding of ecological responses to landscape change – help guide management and conservation practice. We review lessons learned from landscape-scale fragmentation experiments and observational studies, present the results of a survey of fragmentation and conservation experts which probed for links and mismatches between fragmentation studies and conservation practice, and discuss how future studies can contribute to conservation practice. Our survey showed that respondents consider fragmentation theory and empirical studies and their findings important for guiding conservation and management practices. The survey also identified that there are disconnects between what is typically studied by fragmentation ecologists and factors that are central to the practice of biodiversity conservation, notably, community-based human dimensions (e.g., economic, social, health issues), policy and governance, ecosystem services, eco-evolutionary responses of species, and interaction of multiple threats to biodiversity and ecosystem processes. We discuss how these disconnects can present opportunities for experiments to continue to provide valuable recommendations for conservation practice in fragmented landscapes. This article is protected by copyright. All rights reserved.","10.1111/ecog.02546","https://onlinelibrary.wiley.com/doi/10.1111/ecog.02546","Ecography","5","10.1111/ecog.02546","https://onlinelibrary.wiley.com/doi/10.1111/ecog.02546"
"6073","drew2","Framework","JOUR","Lechner_et_al_2015_LandscapeandUrbanPlanning","Lechner, Alex M. and Doerr, Veronica and Harris, Rebecca M.B. and Doerr, Erik and Lefroy, Edward C.","2015","A framework for incorporating fine-scale dispersal behaviour into biodiversity conservation planning","Landscape and Urban Planning","Landscape and Urban Planning","141","11",NA,"10.1016/j.landurbplan.2015.04.008","https://linkinghub.elsevier.com/retrieve/pii/S0169204615000845","Landscape and Urban Planning","5","10.1016/j.landurbplan.2015.04.008","https://linkinghub.elsevier.com/retrieve/pii/S0169204615000845"
"6075","drew2","Methodology","JOUR","Landguth_et_al_2012_Ecography","Landguth, E. L. and Hand, B. K. and Glassy, J. and Cushman, S. A. and Sawaya, M. A.","2012","UNICOR: a species connectivity and corridor network simulator","Ecography","Ecography","35","9","We introduce UNIversal CORridor network simulator (UNICOR), a species connectivity and corridor identifi cation tool. UNICOR applies Dijkstra's shortest path algorithm to individual-based simulations. Outputs can be used to designate movement corridors, identify isolated populations, and prioritize conservation plans to promote species persistence. The key features include a driver-module framework, connectivity mapping with thresholding and buffering, and calculation of graph theory metrics. Through parallel-processing, computational efficiency is greatly improved, allowing analyses of large extents and entire populations. Previously available approaches are limited by prolonged computational times and poor algorithmic efficiency, restricting problem-size and requiring artificial subsampling of populations.","10.1111/j.1600-0587.2011.07149.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0587.2011.07149.x","Ecography","5","10.1111/j.1600-0587.2011.07149.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0587.2011.07149.x"
"6078","drew2","TopicReview","JOUR","Keeley_et_al_2018_ConservationBiology","Keeley, Annika T. H. and Basson, Galli and Cameron, D. Richard and Heller, Nicole E. and Huber, Patrick R. and Schloss, Carrie A. and Thorne, James H. and Merenlender, Adina M.","2018","Making habitat connectivity a reality: Habitat Connectivity","Conservation Biology","Conservation Biology","32","1221","Although a plethora of habitat-connectivity plans exists, protecting and restoring connectivity through on-the-ground action has been slow. We identified challenges to and opportunities for connectivity conservation through a literature review of project implementation, a workshop with scientists and conservation practitioners, 3 case studies of connectivity projects, and interviews with conservation professionals. Connectivity challenges and solutions tended to be context specific, dependent on land-ownership patterns, socioeconomic factors, and the policy framework. Successful connectivity implementation tended to be associated with development and promotion of a common vision among diverse sets of stakeholders, including nontraditional conservation actors, such as water districts and recreation departments, and with communication with partners and the public. Other factors that lead to successful implementation included undertaking empirical studies to prioritize and validate corridors and the identification of related co-benefits of corridor projects. Engaging partners involved in land management and planning, such as nongovernmental conservation organizations, public agencies, and private landowners, is critical to effective strategy implementation. A clear regulatory framework, including unambiguous connectivity conservation mandates, would increase public resource allocation, and incentive programs are needed to promote private sector engagement. Connectivity conservation must move more rapidly from planning to implementation. We provide an evidence-based solution composed of key elements for successful on-the-ground connectivity implementation. We identified the social processes necessary to advance habitat connectivity for biodiversity conservation and resilient landscapes under climate change.","10.1111/cobi.13158","https://onlinelibrary.wiley.com/doi/10.1111/cobi.13158","Conservation Biology","8","10.1111/cobi.13158","https://onlinelibrary.wiley.com/doi/10.1111/cobi.13158"
"6089","drew2","Methodology","JOUR","Jafari_et_al_2017_ComputersandOperationsResearch","Jafari, Nahid and Nuse, Bryan L. and Moore, Clinton T. and Dilkina, Bistra and Hepinstall-Cymerman, Jeffrey","2017","Achieving full connectivity of sites in the multiperiod reserve network design problem","Computers and Operations Research","Computers and Operations Research","81","119",NA,"10.1016/j.cor.2016.12.017","https://linkinghub.elsevier.com/retrieve/pii/S0305054816303136","Computers and Operations Research","5","10.1016/j.cor.2016.12.017","https://linkinghub.elsevier.com/retrieve/pii/S0305054816303136"
"6094","drew2","TopicReview","JOUR","Heller_2009_BiologicalConservation","Heller, Nicole E. and Zavaleta, Erika S.","2009","Biodiversity management in the face of climate change: A review of 22 years of recommendations","Biological Conservation","Biological Conservation","142","14",NA,"10.1016/j.biocon.2008.10.006","https://linkinghub.elsevier.com/retrieve/pii/S000632070800387X","Biological Conservation","2","10.1016/j.biocon.2008.10.006","https://linkinghub.elsevier.com/retrieve/pii/S000632070800387X"
"6127","drew2","Methodology","JOUR","Coulon_et_al_2015_Ecology","Coulon, A. and Aben, J. and Palmer, S. C. F. and Stevens, V. M. and Callens, T. and Strubbe, D. and Lens, L. and Matthysen, E. and Baguette, M. and Travis, J. M. J.","2015","A stochastic movement simulator improves estimates of landscape connectivity","Ecology","Ecology","96","2203","Conservation actions often focus on restoration or creation of natural areas designed to facilitate the movements of organisms among populations. To be efficient, these actions need to be based on reliable estimates or predictions of landscape connectivity. While circuit theory and least-cost paths (LCPs) are increasingly being used to estimate connectivity, these methods also have proven limitations. We compared their performance in predicting genetic connectivity with that of an alternative approach based on a simple, individual-based \\""stochastic movement simulator\\"" (SMS). SMS predicts dispersal of organisms using the same landscape representation as LCPs and circuit theory-based estimates (i.e., a cost surface), while relaxing key LCP assumptions, namely individual omniscience of the landscape (by incorporating perceptual range) and the optimality of individual movements (by including stochasticity in simulated movements). The performance of the three estimators was assessed by the degree to which they correlated with genetic estimates of connectivity in two species with contrasting movement abilities (Cabanis's Greenbul, an Afrotropical forest bird species, and natterjack toad, an amphibian restricted to European sandy and heathland areas). For both species, the correlation between dispersal model and genetic data was substantially higher when SMS was used. Importantly, the results also demonstrate that the improvement gained by using SMS is robust both to variation in spatial resolution of the landscape and to uncertainty in the perceptual range model parameter. Integration of this individual-based approach with other developing methods in the field of connectivity research, such as graph theory, can yield rapid progress towards more robust connectivity indices and more effective recommendations for land management.","10.1890/14-1690.1","http://doi.wiley.com/10.1890/14-1690.1","Ecology","10","10.1890/14-1690.1","http://doi.wiley.com/10.1890/14-1690.1"
"6134","drew2","Framework","JOUR","Cameron_et_al_2022_ConservationScienceandPractice","Cameron, D. Richard and Schloss, Carrie A. and Theobald, David M. and Morrison, Scott A.","2022","A framework to select strategies for conserving and restoring habitat connectivity in complex landscapes","Conservation Science and Practice","Conservation Science and Practice","4",NA,"Protecting or restoring habitat connectivity in landscapes undergoing rapid environmental change requires multiple conservation and restoration strategies. These strategies have different risk profiles, costs, and require various types of technical expertise to conduct. This diversity in landscape context and strategic approach requires more nuance and flexibility than traditional connectivity conservation plans have supported. We present a novel, spatially-explicit framework for developing connectivity conservation priorities and strategies based on Omniscape, an adaptation of Circuitscape, a common tool for mapping habitat connectivity. Using California (USA) as a case study, we mapped structural connectivity and developed a classification of connectivity conservation and restoration categories across the gradient of land use intensities, as well as by land ownership. The most constrained areas with highly concentrated flow (movement potential) make up 3% of the state and occur primarily on private lands. Conversely, intact areas with diffuse flow that indicate multiple connectivity options cover 55% of the state, including the majority of the desert and mountain ecoregions. This “strategy mapping” approach can be used to identify priority areas for conservation investment and suites of potential implementation mechanisms and partners, which in turn may improve the efficiency and effectiveness of connectivity conservation in this era of global change.","10.1111/csp2.12698","https://onlinelibrary.wiley.com/doi/10.1111/csp2.12698","Conservation Science and Practice","4","10.1111/csp2.12698","https://onlinelibrary.wiley.com/doi/10.1111/csp2.12698"
"6142","drew2","TopicReview","RPRT","Breuer_et_al_2022_Rprt","Breuer, Abigail and Hance, Braden and Callahan, Renee and Ament, Rob and Wurtzebach, Zack and Wearn, Anna","2022","Ecological Connectivity Policy Compendium: U.S. Policies to Conserve Ecological Connectivity 2007-2021","RPRT",NA,NA,NA,"This document is a compendium of key connectivity policies drawn from reviews previously published by the Center, as well as more recent connectivity policies promulgated in the years 2020-2021.",NA,"https://largelandscapes.org/policy-compendium-2022/","Rprt","6",NA,"https://largelandscapes.org/policy-compendium-2022/"
"6144","drew2","TopicReview","JOUR","Beier_1998_ConservationBiology","Beier, Paul and Noss, Reed F.","1998","Do Habitat Corridors Provide Connectivity?","Conservation Biology","Conservation Biology","12","1241","Skeptics have questioned the empirical evidence that corridors provide landscape connectivity. Some also have suggested dangers of corridors. We reviewed published studies that empirically addressed whether corridors enhance or diminish the population viability of species in habitat patches connected by cor- ridors. A randomized and replicated experimental design has not been used—and we argue is not required— to make inferences about the conservation value of corridors. Rather, studies can use observational or exper- imental analyses of parameters of target populations or movements of individual animals. Two of these ap- proaches hold the greatest promise for progress, especially if the shortcomings of previous studies are reme- died. First, experiments using demographic parameters as dependent variables—even if unreplicated—can demonstrate the demographic effects of particular corridors in particular landscapes. Such studies should measure demographic traits before and after treatment in both the treated area (corridor created or de- stroyed) and an untreated area (habitat patches isolated from one another). This approach is superior to ob- serving the demographic conditions in various landscapes because of the tendency for corridor presence to be correlated with other variables, such as patch size, that can confound the analysis. Second, observations of movements by naturally dispersing animals in fragmented landscapes can demonstrate the conservation value of corridors more convincingly than can controlled experiments on animal movement. Such field obser- vations relate directly to the type of animals (e.g., dispersing juveniles of target species) and the real land- scapes that are the subject of decisions about corridor preservation. Future observational studies of animal movements should attempt to detect extra-corridor movements and focus on fragmentation-sensitive species for which corridors are likely to be proposed. Fewer than half of the 32 studies we reviewed provided persua- sive data regarding the utility of corridors; other studies were inconclusive, largely due to design flaws. The evidence from well-designed studies suggests that corridors are valuable conservation tools. Those who would destroy the last remnants of natural connectivity should bear the burden of proving that corridor destruction will not harm target populations.","10.1111/j.1523-1739.1998.98036.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1523-1739.1998.98036.x","Conservation Biology","2","10.1111/j.1523-1739.1998.98036.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1523-1739.1998.98036.x"
"6147","drew2","TopicReview","JOUR","Aguilar_et_al_2019_EcologyLetters","Aguilar, Ramiro; Cristóbal-Pérez, Edson Jacob; Balvino-Olvera, Francisco Javier; de Jesús Aguilar-Aguilar, María; Aguirre-Acosta, Natalia; Ashworth, Lorena; Lobo, Jorge A.; Martén-Rodríguez, Silvana; Fuchs, Eric J.; Sánchez-Montoya, Gumersindo; Bernardello, Gabriel; Quesada, Mauricio","2019","Habitat fragmentation reduces plant progeny quality: a global synthesis","Ecology Letters","Ecology Letters","22","1163","Most of the world's land surface is currently under human use and natural habitats remain as fragmented samples of the original landscapes. Measuring the quality of plant progeny sired in these pervasive environments represents a fundamental endeavour for predicting the evolutionary potential of plant populations remaining in fragmented habitats and thus their ability to adapt to changing environments. By means of hierarchical and phylogenetically independent meta-analyses we reviewed habitat fragmentation effects on the genetic and biological characteristics of progenies across 179 plant species. Progeny sired in fragmented habitats showed overall genetic erosion in contrast with progeny sired in continuous habitats, with the exception of plants pollinated by vertebrates. Similarly, plant progeny in fragmented habitats showed reduced germination, survival and growth. Habitat fragmentation had stronger negative effects on the progeny vigour of outcrossing- than mixed-mating plant species, except for vertebrate-pollinated species. Finally, we observed that increased inbreeding coefficients due to fragmentation correlated negatively with progeny vigour. Our findings reveal a gloomy future for angiosperms remaining in fragmented habitats as fewer sired progeny of lower quality may decrease recruitment of plant populations, thereby increasing their probability of extinction.","10.1111/ele.13272","https://onlinelibrary.wiley.com/doi/10.1111/ele.13272","Ecology Letters","12","10.1111/ele.13272","https://onlinelibrary.wiley.com/doi/10.1111/ele.13272"
"6156","drew2","Theoretical","JOUR","Beier_2019_ConservationBiology","Beier, Paul","2019","A rule of thumb for widths of conservation corridors","Conservation Biology","Conservation Biology","33","976",NA,"10.1111/cobi.13256","https://onlinelibrary.wiley.com/doi/10.1111/cobi.13256","Conservation Biology","1","10.1111/cobi.13256","https://onlinelibrary.wiley.com/doi/10.1111/cobi.13256"
"6163","drew2","Theoretical","BOOK","Anderson_2006_Book","Anderson, Anthony B. and Jenkins, Clinton N.","2006","Applying Nature's Design: Corridors as a Strategy for Biodiversity Conservation","BOOK",NA,NA,NA,NA,NA,"https://www.degruyter.com/document/doi/10.7312/ande13410/html","Book","2",NA,"https://www.degruyter.com/document/doi/10.7312/ande13410/html"
"6174","drew2","TopicReview","JOUR","Álvarez-Yépiz_et_al_2018_ForestEcologyandManagemen","Álvarez-Yépiz, Juan C. and Martínez-Yrízar, Angelina and Fredericksen, Todd S.","2018","Special Issue: Resilience of tropical dry forests to extreme disturbance events","Forest Ecology and Management","Forest Ecology and Management","426","1",NA,"10.1016/j.foreco.2018.05.067","https://linkinghub.elsevier.com/retrieve/pii/S0378112718310302","Forest Ecology and Management","3","10.1016/j.foreco.2018.05.067","https://linkinghub.elsevier.com/retrieve/pii/S0378112718310302"
"6180","drew2","Missorted","JOUR","Auffret_et_al_2015_Ambio","Auffret, Alistair G. and Plue, Jan and Cousins, Sara A. O.","2015","The spatial and temporal components of functional connectivity in fragmented landscapes","Ambio","Ambio","44","51","Connectivity is key for understanding how ecological systems respond to the challenges of land-use change and habitat fragmentation. Structural and functional connectivity are both established concepts in ecology, but the temporal component of connectivity deserves more attention. Whereas functional connectivity is often associated with spatial patterns (spatial functional connectivity), temporal functional connectivity relates to the persistence of organisms in time, in the same place. Both temporal and spatial processes determine biodiversity responses to changes in landscape structure, and it is therefore necessary that all aspects of connectivity are considered together. In this perspective, we use a case study to outline why we believe that both the spatial and temporal components of functional connectivity are important for understanding biodiversity patterns in the present-day landscape, and how they can also help us to make better-informed decisions about conserving and restoring landscapes and improving resilience to future change.","10.1007/s13280-014-0588-6","http://link.springer.com/10.1007/s13280-014-0588-6","Ambio","3","10.1007/s13280-014-0588-6","http://link.springer.com/10.1007/s13280-014-0588-6"
"6186","drew2","Missorted","JOUR","Bakker_et_al_2015_LandscapeEcology","Bakker, Martha M. and Opdam, Paul F. M. and Jongman, Rob H. G. and Van den Brink, Adri","2015","Model explorations of ecological network performance under conditions of global change","Landscape Ecology","Landscape Ecology","30","763","Ecological networks facilitate the mobility and vitality of species populations by providing a network of habitat patches that are embedded in a traversable landscape matrix. Climate change and land-use change pose threats to biodiversity, which can potentially be overcome by ecological networks. Yet, systematic assessments of ecological network performance under conditions of climate change and land-use change are rare. In this special issue we explore and evaluate approaches to assess the functionality of ecological networks under scenarios of global change. Hereby we distinguish three research fields: dynamics in the spatial configuration of networks; changes in the abiotic conditions within networks; and population viability and mobility of species within the networks. We present novel approaches for each of these themes, as well as approaches that aim to combine them within one modelling framework. Whilst the contributions featured all show promising developments towards the goal of ecological network performance under conditions of global change, we also see challenges for future research: the need to achieve (i) better integration between the three research fields; (ii) better empirical grounding of theoretical models; and (iii) better design of scientific models in order to assist policymaking.","10.1007/s10980-015-0181-9","http://link.springer.com/10.1007/s10980-015-0181-9","Landscape Ecology","4","10.1007/s10980-015-0181-9","http://link.springer.com/10.1007/s10980-015-0181-9"
"6210","drew2","Methodology","JOUR","Dutta_et_al_2023_LandscapeEcology","Dutta, Trishna and Sharma, Sandeep and Meyer, Ninon F. V. and Larroque, Jeremy and Balkenho, Niko","2023","Correction: An overview of computational tools for preparing, constructing and using resistance surfaces in connectivity research","Landscape Ecology","Landscape Ecology",NA,NA,NA,"10.1007/s10980-022-01527-4","https://link.springer.com/10.1007/s10980-022-01527-4","Landscape Ecology","5","10.1007/s10980-022-01527-4","https://link.springer.com/10.1007/s10980-022-01527-4"
"6226","drew2","Methodology","JOUR","Ghoddousi_et_al_2021_OneEarth","Ghoddousi, Arash and Buchholtz, Erin K. and Dietsch, Alia M. and Williamson, Matthew A. and Sharma, Sandeep and Balkenhol, Niko and Kuemmerle, Tobias and Dutta, Trishna","2021","Anthropogenic resistance: accounting for human behavior in wildlife connectivity planning","One Earth","One Earth","4","39","Summary Maintaining or restoring connectivity among wildlife populations is a primary strategy to overcome the negative impacts of habitat fragmentation. Yet, current connectivity planning efforts typically assess landscape resistance, the ability of organisms to cross various biophysical elements in a landscape, while overlooking the various ways in which human behaviors influence connectivity. Here, we introduce the concept of “anthropogenic resistance” to capture the impacts of human behaviors on species' movement through a landscape. We discuss psychological and socioeconomic factors that influence the degree of anthropogenic resistance, such as the economic value or the risks posed by a species, and suggest methods to estimate and include anthropogenic resistance in connectivity analyses. Finally, we highlight how addressing anthropogenic resistance through a social-ecological perspective can lead to better outcomes for both humans and wildlife. We call for multidisciplinary approaches in connectivity planning to ensure the functionality of landscapes and sustainability of populations in the long term.","10.1016/j.oneear.2020.12.003","https://linkinghub.elsevier.com/retrieve/pii/S2590332220306497","One Earth","8","10.1016/j.oneear.2020.12.003","https://linkinghub.elsevier.com/retrieve/pii/S2590332220306497"
"6233","drew2","TopicReview","JOUR","Haddad_et_al_2017_Ecography","Haddad, Nick M. and Gonzalez, Andrew and Brudvig, Lars A. and Burt, Melissa A. and Levey, Douglas J. and Damschen, Ellen I.","2017","Experimental evidence does not support the Habitat Amount Hypothesis","Ecography","Ecography","40","48","For a half century, habitat configuration – the arrangement of habitat patches within a landscape – has been central to theories of landscape ecology, population dynamics, and community assembly, in addition to conservation strategies. A recent hypothesis advanced by Fahrig (2013) would, if supported, greatly diminish the relevance of habitat configuration as a predictor of diversity. The Habitat Amount Hypothesis posits that the sample area effect overrides patch size and patch isolation effects of habitat fragmentation on species richness. It predicts that the amount of habitat in a local landscape, regardless of configuration, is the main landscape-level determinant of species richness. If habitat amount is indeed the major, landscape-level driver of species richness, the slopes of the species-area relationship (SAR) for otherwise similar fragmented and unfragmented landscapes should be indistinguishable. We tested the Habitat Amount Hypothesis with data from two replicated and controlled habitat fragmentation experiments that disentangle the effects of habitat amount and configuration. One experiment provided time-series data on plant species richness and the other on micro-arthropod species richness. We found that, relative to less fragmented habitats, the SARs for fragmented habitats have significantly higher slopes and that the magnitude of the difference in slopes increased over time. Relatively more species were lost in smaller areas when fragments were more isolated. In both experiments, the proportion of species lost due to increased habitat fragmentation was nearly identical to the proportion lost due to reduced habitat amount. Our results provide a direct and experimentally derived refutation of the Habitat Amount Hypothesis, supporting the long-held view that in addition to area, patch isolation and configuration are important determinants of species richness. Differences in species richness between fragmented and non-fragmented habitats increase over time, demonstrating that long-term studies are needed to understand the effects of fragmentation, above and beyond the amount of habitat lost. This article is protected by copyright. All rights reserved.","10.1111/ecog.02535","https://onlinelibrary.wiley.com/doi/10.1111/ecog.02535","Ecography","6","10.1111/ecog.02535","https://onlinelibrary.wiley.com/doi/10.1111/ecog.02535"
"6241","drew2","TopicReview","JOUR","Gilbert-Norton_et_al_2010_ConservationBiology","Gilbert-Norton, Lynne and Wilson, Ryan and Stevens, John R. and Beard, Karen H.","2010","A Meta-Analytic Review of Corridor Effectiveness: Corridor Meta-Analysis","Conservation Biology","Conservation Biology","24","660","Using corridors for conservation is increasing despite a lack of consensus on their efficacy. Specifically, whether corridors increase movement of plants and animals between habitat fragments has been addressed on a case-by-case basis with mixed results. Because of the growing number of well-designed experiments that have addressed this question, we conducted a meta-analysis to determine whether corridors increase movement; whether corridor effectiveness differs among taxa; how recent changes in experimental design have influenced findings; and whether corridor effectiveness differs between manipulative and natural experiments. To conduct our meta-analysis, we analyzed 78 experiments from 35 studies using a conservative hierarchical Bayesian model that accounts for hierarchical and sampling dependence. We found a highly significant result that corridors increase movement between habitat patches by approximately 50% compared to patches that are not connected with corridors. We found that corridors were more important for the movement of invertebrates, nonavian vertebrates, and plants than they were for birds. Recent methodological advances in corridor experiments, such as controlling for the area added by corridors, did not influence whether corridors increased movement, whereas controlling for the distance between source and connected or unconnected recipient patches decreased movement through corridors. After controlling for taxa differences and whether studies controlled for distance in experimental design, we found that natural corridors (those existing in landscapes prior to the study) showed more movement than manipulated corridors (those created and maintained for the study). Our results suggest that existing corridors increase species movement in fragmented landscapes and that efforts spent on maintaining and creating corridors are worthwhile.","10.1111/j.1523-1739.2010.01450.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1523-1739.2010.01450.x","Conservation Biology","4","10.1111/j.1523-1739.2010.01450.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1523-1739.2010.01450.x"
"6244","drew2","TopicReview","JOUR","Gregory_et_al_2021_Land","Gregory, Andrew and Spence, Emma and Beier, Paul and Garding, Emily","2021","Toward Best Management Practices for Ecological Corridors","Land","Land","10","140","Ecological corridors are one of the best, and possibly only viable, management tools to maintain biodiversity at large scales and to allow species, and ecological processes, to track climate change. This document has been assembled as a summary of the best available information about managing these systems. Our aim with this paper is to provide managers with a convenient guidance document and tool to assist in applying scientific management principles to management of corridors. We do not cover issues related to corridor design or political buy in, but focus on how a corridor should be managed once it has been established. The first part of our paper outlines the history and value of ecological corridors. We next describe our methodologies for developing this guidance document. We then summarize the information about the impacts of linear features on corridors and strategies for dealing with them—specifically, we focus on the effects of roads, canals, security fences, and transmission lines. Following the description of effects, we provide a summary of the best practices for managing the impacts of linear barriers. Globally, many corridors are established in the flood plains of stream and rivers and occur in riparian areas associated with surface waters. Therefore, we next provide guidance on how to manage corridors that occur in riparian areas. We then segue into corridors and the urban/suburban environment, and summarize strategies for dealing with urban development within corridors. The final major anthropic land use that may affect corridor management is cultivation and grazing agriculture. We end this review by identifying gaps in knowledge pertaining to how best to manage corridors.","10.3390/land10020140","https://www.mdpi.com/2073-445X/10/2/140","Land","4","10.3390/land10020140","https://www.mdpi.com/2073-445X/10/2/140"
"6254","drew2","TopicReview","JOUR","Keeley_et_al_2021_BiologicalConservation","Keeley, Annika T.H. and Beier, Paul and Jenness, Jeff S.","2021","Connectivity metrics for conservation planning and monitoring","Biological Conservation","Biological Conservation","255","109008","Abstract Conservation plans increasingly include goals to maintain a connected network. For example, planners might design a linkage between two conserved areas, or the parties to the Convention on Biological Diversity might set targets for a well-connected system of protected areas for each nation. Here we describe 35 metrics that can quantify connectivity of focal patches or of networks and monitor changes over time in an ecoscape (landscape or seascape). The connectivity metrics fall into four categories: (1) structural connectivity metrics derived from binary maps and species-nonspecific spatial functions, (2) connectivity metrics derived from binary maps and species-specific population sizes and dispersal functions (3) metrics derived from multi-state maps and species responses to those states, and (4) metrics of functional connectivity reflecting observed flow of organisms or genes. We provide a decision tree to select which of these metrics are most appropriate for a given conservation goal and broad ecoscape context. Functional connectivity metrics may be preferred if conservation is focused on particular species or if data are available to parameterize models for a suite of species that represent needs of the focal biota. However, with climate change, ecoscapes need to facilitate movements of all species that need to adapt by shifting their ranges. Because an intact network of relatively natural areas may support movement for many species, structural metrics that consider the human footprint should be used in all coarse filter approximations of functional connectivity in shared ecoscapes.","10.1016/j.biocon.2021.109008","https://linkinghub.elsevier.com/retrieve/pii/S0006320721000604","Biological Conservation","3","10.1016/j.biocon.2021.109008","https://linkinghub.elsevier.com/retrieve/pii/S0006320721000604"
"6258","drew2","TopicReview","JOUR","Keeley_et_al_2018_EnvironmentalResearchLetters","Keeley, Annika T H and Ackerly, David D and Cameron, D Richard and Heller, Nicole E and Huber, Patrick R and Schloss, Carrie A and Thorne, James H and Merenlender, Adina M","2018","New concepts, models, and assessments of climate-wise connectivity","Environmental Research Letters","Environmental Research Letters","13","073002","Author(s): Keeley, Annika T H; Ackerly, David D; Cameron, D Richard; Heller, Nicole E; Huber, Patrick R; Schloss, Carrie A; Thorne, James H; Merenlender, Adina M | Abstract: Empirical studies and habitat suitability modeling project significant shifts in species distributions in response to climate change. Because habitat fragmentation can impede species range shifts, wildlife corridors may have increasing importance in enhancing climate resilience for species persistence. While habitat connectivity has been studied for over four decades, the design of connectivity specifically to facilitate species movement in response to climate change is a relatively new challenge. We conducted a systematic review of 116 relevant papers from 1996–2017. Research focused on assessing the utility of habitat connectivity for climate change adaptation by species (N = 29) and modeling and mapping climate-wise connectivity for planning purposes (N = 55). Others addressed fundamental questions of connectivity related to climate adaptation (N = 31). Based on empirical data and computer simulations examining species range shifts in response to climate change at leading edges of current distributions; it is clear that large protected areas connected through linkages, and stepping stones embedded in a permeable matrix promote population persistence and facilitate range expansion. We identified 13 approaches to modeling climate-wise connectivity based on either focal species or landscape structure. When prioritizing areas for connectivity conservation, approaches include focusing on connecting areas of low climate velocity, refugia, climate analogs, or linking current to future suitable habitats. Riparian corridors should be considered in connectivity plans because of their importance as natural movement corridors, climate gradients, and refugia. Guidance is provided on selecting the best methods for connectivity design depending on the objectives, available data, and landscape context. Future research needs to evaluate the functionality of climate-wise connectivity models for facilitating range shifts and compare connectivity outcomes across modeling approaches.","10.1088/1748-9326/aacb85","https://iopscience.iop.org/article/10.1088/1748-9326/aacb85","Environmental Research Letters","8","10.1088/1748-9326/aacb85","https://iopscience.iop.org/article/10.1088/1748-9326/aacb85"
