Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
FUB2J23S,journalArticle,2020,"Tang, Yuhan; Gao, Chi; Wu, Xuefei",Urban Ecological Corridor Network Construction: An Integration of the Least Cost Path Model and the InVEST Model,ISPRS International Journal of Geo-Information,,2220-9964,10.3390/ijgi9010033,https://www.mdpi.com/2220-9964/9/1/33,"Under the background of urban expansion, ecological protection cannot be delayed. The construction of ecological networks is of considerable significance to ecosystem services. However, in the process of constructing a corridor network, there is no uniform standard for the selection of ecological sources and the determination of cost factors. The InVEST model is an effective complement to ecosystem service assessment for sensitively measuring external threats and their threat intensity. Therefore, taking Wuhan as an example, we combined InVEST and the least cost path model (LCP) to construct a multi-target corridor network with comprehensive cost factors for birds and small terrestrial mammals. The results showed that: (1) The InVEST model provided a reliable basis for ecological source screening by demonstrating the distribution of habitat quality. (2) The corridor with a length of 12–25 km presented a “U” shape, and the impact of urbanization on small terrestrial mammals was more significant than that of birds. (3) The integrated network pattern proposed by the “point-line-plane” principle would provide a reference for urban ecological construction and sustainable development.",06-01-2020,02-05-2023 20:07,10-05-2023 16:39,02-05-2023 20:04,33,,1,9,,ISPRS Int. J. Geo-Inf.,Urban Ecological Corridor Network Construction,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Tang_etal_2020_ISPRS Int. J. Geo-Inf..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8E8V2WAD,journalArticle,2011,"Williams, Matthew R.","Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Journal of Insect Conservation,,"1366-638X, 1572-9753",10.1007/s10841-010-9307-1,http://link.springer.com/10.1007/s10841-010-9307-1,,2011-04,02-05-2023 20:07,10-05-2023 16:39,02-05-2023 20:04,37-54,,01-Feb,15,,J. Insect Conserv.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Williams_2011_J. Insect Conserv..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S62KCHKQ,journalArticle,2004,"Fernández-Juricic, Esteban","Spatial and temporal analysis of the distribution of forest specialists in an urban-fragmented landscape (Madrid, Spain)",Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2003.09.001,https://linkinghub.elsevier.com/retrieve/pii/S0169204603001907,,2004-07,02-05-2023 20:07,10-05-2023 16:36,02-05-2023 20:04,17-32,,1,69,,Landscape Urban Plan.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Fernandez-Juricic_2004_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7UZVXFD3,journalArticle,2014,"Bergeron, Alexandre; Pellerin, Stéphanie",Pteridophytes as indicators of urban forest integrity,Ecological Indicators,,1470160X,10.1016/j.ecolind.2013.10.015,https://linkinghub.elsevier.com/retrieve/pii/S1470160X13003865,,2014-03,02-05-2023 20:07,10-05-2023 16:34,02-05-2023 20:04,40-49,,,38,,Ecol. Indic.,,,,,,,,en-US,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Bergeron_Pellerin_2014_Ecol. Indic..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUKZ47Y5,journalArticle,2022,"Donati, Giulia F.A.; Bolliger, Janine; Psomas, Achilleas; Maurer, Max; Bach, Peter M.",Reconciling cities with nature: Identifying local Blue-Green Infrastructure interventions for regional biodiversity enhancement,Journal of Environmental Management,,3014797,10.1016/j.jenvman.2022.115254,https://linkinghub.elsevier.com/retrieve/pii/S0301479722008271,,2022-08,02-05-2023 20:07,10-05-2023 16:36,02-05-2023 20:04,115254,,,316,,J. Environ. Manage.,Reconciling cities with nature,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Donati_etal_2022_J. Environ. Manage..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ZUJJXJT,journalArticle,2010,"Magle, Seth B.; Ruell, Emily W.; Antolin, Michael F.; Crooks, Kevin R.","Population genetic structure of black-tailed prairie dogs, a highly interactive species, in fragmented urban habitat",Journal of Mammalogy,,"0022-2372, 1545-1542",10.1644/09-MAMM-A-019.1,https://academic.oup.com/jmammal/article-lookup/doi/10.1644/09-MAMM-A-019.1,,16-04-2010,02-05-2023 20:07,10-05-2023 16:37,02-05-2023 20:04,326-335,,2,91,,J. Mammal.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Magle_etal_2010_J. Mammal..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6UVWP3WQ,journalArticle,2019,"Łopucki, Rafał; Klich, Daniel; Kitowski, Ignacy",Are small carnivores urban avoiders or adapters: Can they be used as indicators of well-planned green areas?,Ecological Indicators,,1470160X,10.1016/j.ecolind.2019.02.016,https://linkinghub.elsevier.com/retrieve/pii/S1470160X19301256,,2019-06,02-05-2023 20:07,10-05-2023 16:37,02-05-2023 20:04,1026-1031,,,101,,Ecol. Indic.,Are small carnivores urban avoiders or adapters,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Lopucki_etal_2019_Ecol. Indic..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4LPHGCP,journalArticle,2019,"Guo, Shiyi; Su, Chang; Saito, Kaoru; Cheng, Jiexin; Terada, Toru",Bird Communities in Urban Riparian Areas: Response to the Local- and Landscape-Scale Environmental Variables,Forests,,1999-4907,10.3390/f10080683,https://www.mdpi.com/1999-4907/10/8/683,"Understanding how environmental changes driven by urbanization impact the biodiversity in urban riparian areas has great importance for landscape planning and river ecosystem conservation. There have been many studies on the response of bird communities to different environmental variables in urban parks; however, although supporting some of the highest bird diversities, case studies in urban riparian areas remain limited. In existing research, few studies have considered the impact of both local waterfront characteristics and surrounding environmental variables at a larger scale. In this study, we selected birds as the indicator to clarify their response to both local- and landscape-scale environmental variables in riparian areas of Tsing river, Beijing, in terms of (a) vegetation composition, (b) human disturbance, (c) land cover, and (d) landscape connectivity. We hypothesized that birds with different biological characteristics may respond differently to environmental variables. Birds were then further grouped according to the habitat type, residential type, and feeding type. It turned out that the coverage of grass and the disturbance of pedestrians are the most influential variables. Besides, compared with the land cover and landscape connectivity, the total contribution of vegetation characteristics and human disturbance accounts for the main proportion of explained variance. Information pertaining to these environmental variables can provide evidence to support bird conservation efforts in urban areas, and the identified distance threshold provides a basis for future landscape connectivity assessments.",13-08-2019,02-05-2023 20:07,10-05-2023 15:26,02-05-2023 20:04,683,,8,10,,Forests,Bird Communities in Urban Riparian Areas,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Guo_etal_2019_Forests.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVWR84LE,journalArticle,2022,"Noda, Akira; Yamanouchi, Takashi; Kobayashi, Kakeru; Nishihiro, Jun",Temporal continuity and adjacent land use exert different effects on richness of grassland specialists and alien plants in semi‐natural grassland,Applied Vegetation Science,,"1402-2001, 1654-109X",10.1111/avsc.12682,https://onlinelibrary.wiley.com/doi/10.1111/avsc.12682,,2022-07,02-05-2023 20:07,10-05-2023 16:38,02-05-2023 20:04,,,3,25,,Appl. Veg. Sci.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Noda_etal_2022_Appl. Veg. Sci..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVVEF4BD,journalArticle,2017,"Walker, Cassondra M.; Colton Flynn, K.; Ovando-Montejo, Gustavo A.; Ellis, Emily A.; Frazier, Amy E.",Does demolition improve biodiversity? Linking urban green space and socioeconomic characteristics to avian richness in a shrinking city,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-017-0671-4,http://link.springer.com/10.1007/s11252-017-0671-4,,2017-12,13-06-2022 19:46,11-05-2023 22:14,02-05-2023 20:04,1191-1202,,6,20,,Urban Ecosyst.,Does demolition improve biodiversity?,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Walker_etal_2017_Urban Ecosyst..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZSXRU6QT,journalArticle,2011,"Konvicka, Martin; Kadlec, Tomas",How to increase the value of urban areas for butterfly conservation? A lesson from Prague nature reserves and parks,European Journal of Entomology,,"12105759, 18028829",10.14411/eje.2011.030,http://www.eje.cz/doi/10.14411/eje.2011.030.html,,05-04-2011,02-05-2023 20:07,10-05-2023 15:26,02-05-2023 20:04,219-229,,2,108,,Eur. J. Entomol.,How to increase the value of urban areas for butterfly conservation?,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Konvicka_Kadlec_2011_Eur. J. Entomol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2IURCWVD,journalArticle,2017,"Wereszczuk, Anna; Leblois, Raphaël; Zalewski, Andrzej",Genetic diversity and structure related to expansion history and habitat isolation: stone marten populating rural–urban habitats,BMC Ecology,,1472-6785,10.1186/s12898-017-0156-6,https://bmcecol.biomedcentral.com/articles/10.1186/s12898-017-0156-6,,2017-12,02-05-2023 20:07,10-05-2023 16:39,02-05-2023 20:04,46,,1,17,,BMC Ecol.,Genetic diversity and structure related to expansion history and habitat isolation,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Wereszczuk_etal_2017_BMC Ecol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623FHDRL,journalArticle,2013,"Ikin, Karen; Beaty, R. Matthew; Lindenmayer, David B.; Knight, Emma; Fischer, Joern; Manning, Adrian D.",Pocket parks in a compact city: how do birds respond to increasing residential density?,Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-012-9811-7,http://link.springer.com/10.1007/s10980-012-9811-7,,2013-01,02-05-2023 20:07,10-05-2023 16:36,02-05-2023 20:04,45-56,,1,28,,Landscape Ecol.,Pocket parks in a compact city,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Ikin_etal_2013_Landscape Ecol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VVK2X3IK,journalArticle,2012,"Dornier, Antoine; Cheptou, Pierre-Olivier",Determinants of extinction in fragmented plant populations: Crepis sancta (asteraceae) in urban environments,Oecologia,,"0029-8549, 1432-1939",10.1007/s00442-011-2229-0,http://link.springer.com/10.1007/s00442-011-2229-0,,2012-07,02-05-2023 20:07,10-05-2023 15:26,02-05-2023 20:04,703-712,,3,169,,Oecologia,Determinants of extinction in fragmented plant populations,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Dornier_Cheptou_2012_Oecologia.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUHZES7D,journalArticle,2015,"Huang, Yue; Zhao, Yazhou; Li, Shuhua; Von Gadow, Klaus","The Effects of habitat area, vegetation structure and insect richness on breeding bird populations in Beijing urban parks",Urban Forestry & Urban Greening,,16188667,10.1016/j.ufug.2015.09.010,https://linkinghub.elsevier.com/retrieve/pii/S1618866715001338,,2015,02-05-2023 20:07,10-05-2023 16:36,02-05-2023 20:04,1027-1039,,4,14,,Urban For. Urban Gree.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Huang_etal_2015_Urban For. Urban Gree..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4LHSGL4,journalArticle,2017,"Adams, Tempe S. F.; Chase, Michael J.; Rogers, Tracey L.; Leggett, Keith E. A.",Taking the elephant out of the room and into the corridor: can urban corridors work?,Oryx,,"0030-6053, 1365-3008",10.1017/S0030605315001246,https://www.cambridge.org/core/product/identifier/S0030605315001246/type/journal_article,"Abstract                            Transfrontier wildlife corridors can be successful conservation tools, connecting protected areas and reducing the impact of habitat fragmentation on mobile species. Urban wildlife corridors have been proposed as a potential mitigation tool to facilitate the passage of elephants through towns without causing conflict with urban communities. However, because such corridors are typically narrow and close to human development, wildlife (particularly large mammals) may be less likely to use them. We used remote-sensor camera traps and global positioning system collars to identify the movement patterns of African elephants               Loxondonta africana               through narrow, urban corridors in Botswana. The corridors were in three types of human-dominated land-use designations with varying levels of human activity: agricultural, industrial and open-space recreational land. We found that elephants used the corridors within all three land-use designations and we identified, using a model selection approach, that season, time of day and rainfall were important factors in determining the presence of elephants in the corridors. Elephants moved more slowly through the narrow corridors compared with their movement patterns through broader, wide-ranging corridors. Our results indicate that urban wildlife corridors are useful for facilitating elephants to pass through urban areas.",2017-04,02-05-2023 20:07,10-05-2023 16:32,02-05-2023 20:04,347-353,,2,51,,Oryx,Taking the elephant out of the room and into the corridor,,,,,,,en-US,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Adams_etal_2017_Oryx.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED7CAHY,journalArticle,2017,"Nor, Amal Najihah M.; Corstanje, Ron; Harris, Jim A.; Grafius, Darren R.; Siriwardena, Gavin M.",Ecological connectivity networks in rapidly expanding cities,Heliyon,,24058440,10.1016/j.heliyon.2017.e00325,https://linkinghub.elsevier.com/retrieve/pii/S2405844016322599,,2017-06,16-01-2023 23:45,11-05-2023 22:13,02-05-2023 20:04,e00325,,6,3,,Heliyon,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Nor_etal_2017_Heliyon.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FZ22SXUE,journalArticle,2010,"Bräuniger, Claudia; Knapp, Sonja; Kühn, Ingolf; Klotz, Stefan",Testing taxonomic and landscape surrogates for biodiversity in an urban setting,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2010.07.001,https://linkinghub.elsevier.com/retrieve/pii/S0169204610001477,,2010-09,02-05-2023 20:07,10-05-2023 16:35,02-05-2023 20:04,283-295,,4,97,,Landscape Urban Plan.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Brauniger_etal_2010_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBLB9LPX,journalArticle,2019,"Balbi, Manon; Petit, Eric J.; Croci, Solene; Nabucet, Jean; Georges, Romain; Madec, Luc; Ernoult, Aude",Ecological relevance of least cost path analysis: An easy implementation method for landscape urban planning,Journal of Environmental Management,,3014797,10.1016/j.jenvman.2019.04.124,https://linkinghub.elsevier.com/retrieve/pii/S0301479719305912,,2019-08,02-05-2023 20:07,10-05-2023 16:33,02-05-2023 20:04,61-68,,,244,,J. Environ. Manage.,Title,,,,,,,en-US,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Balbi_etal_2019_J. Environ. Manage..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIFFXR9L,journalArticle,2022,"Iknayan, Kelly J.; Wheeler, Megan M.; Safran, Samuel M.; Young, Jonathan S.; Spotswood, Erica N.","What makes urban parks good for California quail? Evaluating park suitability, species persistence, and the potential for reintroduction into a large urban national park",Journal of Applied Ecology,,"0021-8901, 1365-2664",10.1111/1365-2664.14045,https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.14045,,2022-01,02-05-2023 20:07,10-05-2023 16:36,02-05-2023 20:04,199-209,,1,59,,J. Appl. Ecol.,What makes urban parks good for California quail?,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Iknayan_etal_2022_J. Appl. Ecol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E57HWWNP,journalArticle,2017,"Casalegno, Stefano; Anderson, Karen; Cox, Daniel T. C.; Hancock, Steven; Gaston, Kevin J.",Ecological connectivity in the three-dimensional urban green volume using waveform airborne lidar,Scientific Reports,,2045-2322,10.1038/srep45571,https://www.nature.com/articles/srep45571,"Abstract             The movements of organisms and the resultant flows of ecosystem services are strongly shaped by landscape connectivity. Studies of urban ecosystems have relied on two-dimensional (2D) measures of greenspace structure to calculate connectivity. It is now possible to explore three-dimensional (3D) connectivity in urban vegetation using waveform lidar technology that measures the full 3D structure of the canopy. Making use of this technology, here we evaluate urban greenspace 3D connectivity, taking into account the full vertical stratification of the vegetation. Using three towns in southern England, UK, all with varying greenspace structures, we describe and compare the structural and functional connectivity using both traditional 2D greenspace models and waveform lidar-generated vegetation strata (namely, grass, shrubs and trees). Measures of connectivity derived from 3D greenspace are lower than those derived from 2D models, as the latter assumes that all vertical vegetation strata are connected, which is rarely true. Fragmented landscapes that have more complex 3D vegetation showed greater functional connectivity and we found highest 2D to 3D functional connectivity biases for short dispersal capacities of organisms (6 m to 16 m). These findings are particularly pertinent in urban systems where the distribution of greenspace is critical for delivery of ecosystem services.",06-04-2017,02-05-2023 20:07,10-05-2023 16:35,02-05-2023 20:04,45571,,1,7,,Sci. Rep.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Casalegno_etal_2017_Sci. Rep..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3TAEUVI,journalArticle,2012,"Soga, Masashi; Koike, Shinsuke",Life-history traits affect vulnerability of butterflies to habitat fragmentation in urban remnant forests,Écoscience,,"1195-6860, 2376-7626",10.2980/19-1-3455,https://www.tandfonline.com/doi/full/10.2980/19-1-3455,,2012-03,02-05-2023 20:07,10-05-2023 15:51,02-05-2023 20:04,Nov-20,,1,19,,Écoscience,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Soga_Koike_2012_Ecoscience.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJSYPXR5,journalArticle,2015,"Calder, Jordan-Laine; Cumming, Graeme S.; Maciejewski, Kristine; Oschadleus, H. Dieter","Urban land use does not limit weaver bird movements between wetlands in Cape Town, South Africa",Biological Conservation,,63207,10.1016/j.biocon.2015.04.021,https://linkinghub.elsevier.com/retrieve/pii/S0006320715001743,,2015-07,02-05-2023 20:07,10-05-2023 16:35,02-05-2023 20:04,230-239,,,187,,Biol. Conserv.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Calder_etal_2015_Biol. Conserv..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYWUG5GM,journalArticle,2020,"Jain, Anuj; Chan, Simon Kee Mun; Vlasanek, Petr; Webb, Edward L.","Impacts of habitat on butterfly dispersal in tropical forests, parks and grassland patches embedded in an urban landscape",Biotropica,,"0006-3606, 1744-7429",10.1111/btp.12760,https://onlinelibrary.wiley.com/doi/10.1111/btp.12760,,2020-05,02-05-2023 20:07,10-05-2023 15:51,02-05-2023 20:04,404-409,,3,52,,Biotropica,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Jain_etal_2020_Biotropica.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZF9BZXB,journalArticle,2021,"Cortés-Arzola, Silvia Ventura; León-Cortés, Jorge L","Response of Beetle Assemblages (Insecta: Coleoptera) to Patch Characteristics and Habitat Complexity in an Ever-Expanding Urban Landscape in the Yucatán Peninsula, Mexico",Annals of the Entomological Society of America,,"0013-8746, 1938-2901",10.1093/aesa/saab017,https://academic.oup.com/aesa/article/114/4/511/6271350,"Abstract             Insect diversity levels and change in remnant urban habitats have been poorly examined in Neotropical regions. The aim of this study was to evaluate the diversity and composition of foliage/shrub dwelling beetles (Insecta: Coleoptera) regarding the influence of patch attributes (i.e., patch size, connectivity, and surrounding matrix) and within-patch habitat complexity, in an urban landscape at Chetumal, Yucatán peninsula, Mexico. Despite the potential species-specific responses to urban landscape pattern, our study reveals that there are effects of patch spatial features and habitat complexity on overall beetle diversity. These effects are as follows: 1) relatively larger urban patches contained higher overall beetle richness, 2) beetle species composition varied significantly regarding understory vegetation structure and tree richness, and 3) patches of intermediate vegetation age had highest beetle richness. This research provides a case study of patch and habitat features related to Neotropical insect assemblages in urban settlements, underlying the importance of using ecological information to offer management recommendations in ever-expanding urban tropical settlements.",08-07-2021,02-05-2023 20:07,10-05-2023 16:35,02-05-2023 20:04,511-521,,4,114,,Ann. Entomol. Soc. Am.,Response of Beetle Assemblages (Insecta,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Cortes-Arzola_Leon-Cortes_2021_Ann. Entomol. Soc. Am..pdf,,YES,,"Allen, Clint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKZ7JQZZ,journalArticle,2023,"Radvan, Max; Rendall, Anthony R; Weston, Michael A",The habitat connectivity hypothesis of escape in urban woodland birds,Behavioral Ecology,,"1045-2249, 1465-7279",10.1093/beheco/arac127,https://academic.oup.com/beheco/article/34/2/297/7034172,"Abstract             Habitat destruction and fragmentation increasingly bring humans into close proximity with wildlife, particularly in urban contexts. Animals respond to humans using nuanced anti-predator responses, especially escape, with responses influenced by behavioral and life history traits, the nature of the risk, and aspects of the surrounding environment. Although many studies examine associations between broad-scale habitat characteristics (i.e., habitat type) and escape response, few investigate the influence of fine-scale aspects of the local habitat within which escape occurs. We test the “habitat connectivity hypothesis,” suggesting that given the higher cost of escape within less connected habitats (due to the lack of protective cover), woodland birds should delay escape (tolerate more risk) than when in more connected habitat. We analyze flight-initiation distances (FIDs) of five species of woodland birds in urban Melbourne, south-eastern Australia. A negative effect of habitat connectivity (the proportion of the escape route with shrubs/trees/perchable infrastructure) on distance fled was evident for all study species, suggesting a higher cost of escape associated with lower connectivity. FID did not vary with connectivity at the location at which escape was initiated (four species), apart from a positive effect of habitat connectivity on FID for Noisy Miner Manorina melanocephala. We provide some support for two predictions of the “habitat connectivity hypothesis” in at least some taxa, and conclude it warrants further investigation across a broader range of taxa inhabiting contrasting landscapes. Increasing habitat connectivity within urban landscapes may reduce escape stress experienced by urban birds.",28-03-2023,02-05-2023 20:07,10-05-2023 16:38,02-05-2023 20:04,297-305,,2,34,,Behav. Ecol.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Radvan_etal_2023_Behav. Ecol..pdf,,YES,,"Tinghitella, Robin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65GATD5E,journalArticle,2022,"Sirohi, Muzafar Hussain; Jackson, Janet; Ollerton, Jeff",Plant–bee interactions and resource utilisation in an urban landscape,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-022-01290-z,https://link.springer.com/10.1007/s11252-022-01290-z,,2022-12,02-05-2023 20:07,10-05-2023 16:38,02-05-2023 20:04,1913-1924,,6,25,,Urban Ecosyst.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Sirohi_etal_2022_Urban Ecosyst..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M87E7HVN,journalArticle,2020,"Delgado de la flor, Yvan A.; Perry, Kayla I.; Turo, Katherine J.; Parker, Denisha M.; Thompson, Jennifer L.; Gardiner, Mary M.",Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Journal of Applied Ecology,,"0021-8901, 1365-2664",10.1111/1365-2664.13636,https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.13636,,2020-08,02-05-2023 20:07,11-05-2023 18:58,02-05-2023 20:04,1570-1580,,8,57,,J. Appl. Ecol.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Delgado de la flor_etal_2020_J. Appl. Ecol..pdf,,YES,,"Smith, Annabel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QNZ67ZQL,journalArticle,2013,"Yamamoto, J.; Uchida, K.; Takami, Y.",Colonization and Persistence of Urban Ant Populations as Revealed by Joint Estimation of Kinship and Population Genetic Parameters,Journal of Heredity,,"0022-1503, 1465-7333",10.1093/jhered/est041,https://academic.oup.com/jhered/article-lookup/doi/10.1093/jhered/est041,,01-09-2013,02-05-2023 20:07,10-05-2023 16:39,02-05-2023 20:04,639-648,,5,104,,J. Hered.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Yamamoto_etal_2013_J. Hered..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
