doi,updated,url,url_for_pdf,url_for_landing_page,evidence,license,version,host_type,is_best,pmh_id,endpoint_id,repository_institution,oa_date,data_standard,is_oa,is_paratext,genre,oa_status,has_repository_copy,journal_is_oa,journal_is_in_doaj,journal_issns,journal_issn_l,journal_name,publisher,published_date,year,title,updated_resource,decision
10.17645/up.v4i1.1753,2023-01-27T18:39:55.026790,https://pureadmin.qub.ac.uk/ws/files/163833310/1753_Proofreading.pdf,https://pureadmin.qub.ac.uk/ws/files/163833310/1753_Proofreading.pdf,https://pure.qub.ac.uk/en/publications/mapping-the-flow-of-forest-migration-through-the-city-under-climate-change(409905e1-4295-436c-bef7-4f623e7adb0f).html,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:pure.qub.ac.uk/portal:publications/409905e1-4295-436c-bef7-4f623e7adb0f,db94573c895cb496496,Queen's University Belfast - Research Portal,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2183-7635,2183-7635,Urban Planning,Cogitatio,2019-02-21,2019,Mapping the Flow of Forest Migration through the City under Climate Change,2023-01-31T09:54:23.855050,MAYBE
10.17645/up.v4i1.1753,2022-12-19T05:03:43.238341,https://www.ssoar.info/ssoar/bitstream/document/61594/1/ssoar-up-2019-1-keeffe_et_al-Mapping_the_flow_of_forest.pdf,https://www.ssoar.info/ssoar/bitstream/document/61594/1/ssoar-up-2019-1-keeffe_et_al-Mapping_the_flow_of_forest.pdf,https://www.ssoar.info/ssoar/handle/document/61594,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:gesis.izsoz.de:document/61594,3d11d2bc16a2cd21d9d,GESIS – Leibniz Institute for the Social Sciences - Social Science Open Access Repository,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2183-7635,2183-7635,Urban Planning,Cogitatio,2019-02-21,2019,Mapping the Flow of Forest Migration through the City under Climate Change,2023-01-31T09:54:23.855050,MAYBE
10.1007/s00442-019-04387-z,2022-11-04T00:29:46.275264,https://api.research-repository.uwa.edu.au/ws/files/48271363/Ritchie_et_al_2019_Oecologia_pre_print.pdf,https://api.research-repository.uwa.edu.au/ws/files/48271363/Ritchie_et_al_2019_Oecologia_pre_print.pdf,https://research-repository.uwa.edu.au/en/publications/8b63321b-48cd-4730-a936-4c4f1a9ed8c9,oa repository (via OAI-PMH doi match),NA,submittedVersion,repository,TRUE,oai:pure.atira.dk:publications/8b63321b-48cd-4730-a936-4c4f1a9ed8c9,ekjjytzopnm8sekgnxad,University of Western Australia - UWA Profiles and Research Repository,2020-09-23,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"0029-8549,1432-1939",0029-8549,Oecologia,Springer Science and Business Media LLC,2019-03-27,2019,Wide outcrossing provides functional connectivity for new and old Banksia populations within a fragmented landscape,2023-02-15T08:53:07.427780,MAYBE
10.1016/j.ecoinf.2022.101631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1574-9541,1574-9541,Ecological Informatics,Elsevier BV,2022-07-01,2022,Impact of LUCC on landscape pattern in the Yangtze River Basin during 2001–2019,2022-08-17T23:46:20.729298,MAYBE
10.1016/j.landurbplan.2021.104124,2022-11-01T13:30:02.191484,https://pureadmin.qub.ac.uk/ws/files/236272248/Accepted_version.pdf,https://pureadmin.qub.ac.uk/ws/files/236272248/Accepted_version.pdf,https://pureadmin.qub.ac.uk/ws/files/236272248/Accepted_version.pdf,oa repository (via OAI-PMH doi match),cc-by-nc-nd,acceptedVersion,repository,TRUE,oai:pure.qub.ac.uk/portal:publications/f161bc19-53b5-4538-ae63-da13f44da49a,db94573c895cb496496,Queen's University Belfast - Research Portal,2022-10-29,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0169-2046,0169-2046,Landscape and Urban Planning,Elsevier BV,2021-08-01,2021,Promoting climate-driven forest migration through large-scale urban afforestation,2022-11-06T07:47:32.888738,MAYBE
10.1016/j.gecco.2016.03.005,2023-03-23T20:42:26.034716,https://doi.org/10.1016/j.gecco.2016.03.005,NA,https://doi.org/10.1016/j.gecco.2016.03.005,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2016-07-01,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2351-9894,2351-9894,Global Ecology and Conservation,Elsevier BV,2016-07-01,2016,Long-distance seed dispersal by straw-coloured fruit bats varies by season and landscape,2021-07-31T05:16:47.468507,MAYBE
10.1016/j.gecco.2016.03.005,2022-12-22T08:13:01.780271,https://kops.uni-konstanz.de/bitstream/123456789/34999/3/Abedi-Lartey_0-348918.pdf,https://kops.uni-konstanz.de/bitstream/123456789/34999/3/Abedi-Lartey_0-348918.pdf,http://nbn-resolving.de/urn:nbn:de:bsz:352-0-348918,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:kops.uni-konstanz.de:123456789/34999,5102f41e737f471ff2d,University of Konstanz - KOPS - The Institutional Repository of the University of Konstanz,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2351-9894,2351-9894,Global Ecology and Conservation,Elsevier BV,2016-07-01,2016,Long-distance seed dispersal by straw-coloured fruit bats varies by season and landscape,2021-07-31T05:16:47.468507,MAYBE
10.1007/s10980-021-01371-y,2022-09-06T00:15:50.956126,http://arxiv.org/pdf/2105.06702,http://arxiv.org/pdf/2105.06702,http://arxiv.org/abs/2105.06702,oa repository (via OAI-PMH doi match),NA,submittedVersion,repository,TRUE,oai:arXiv.org:2105.06702,ca8f8d56758a80a4f86,Cornell University - arXiv,2021-11-23,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2021-11-20,2021,Dispersal-based species pools as sources of connectivity area mismatches,2022-06-28T07:06:23.856283,MAYBE
10.1016/j.landurbplan.2019.05.010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0169-2046,0169-2046,Landscape and Urban Planning,Elsevier BV,2019-10-01,2019,Promoting functional connectivity of anthropogenically-fragmented forest patches for multiple taxa across a critically endangered biome,2021-01-17T23:22:21.975254,MAYBE
10.1016/j.landurbplan.2010.07.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0169-2046,0169-2046,Landscape and Urban Planning,Elsevier BV,2010-10-01,2010,Using bird–habitat relationships to inform urban planning,2021-01-16T14:32:34.665158,MAYBE
10.1016/j.ecolind.2019.04.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1470-160X,1470-160X,Ecological Indicators,Elsevier BV,2019-08-01,2019,"Eco-estates: Diversity hotspots or isolated developments? Connectivity of eco-estates in the Indian Ocean Coastal Belt, KwaZulu-Natal, South Africa",2021-01-19T05:58:27.805330,MAYBE
10.1016/j.baae.2021.01.006,2023-03-23T20:42:26.951236,https://doi.org/10.1016/j.baae.2021.01.006,NA,https://doi.org/10.1016/j.baae.2021.01.006,open (via crossref license),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2021-01-25,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,1439-1791,1439-1791,Basic and Applied Ecology,Elsevier BV,2021-03-01,2021,Response of bats and nocturnal insects to urban green areas in Europe,2023-02-22T05:12:54.445986,MAYBE
10.1016/j.baae.2021.01.006,2022-11-08T00:38:32.041627,https://repositorio.ul.pt/bitstream/10451/49255/1/Response%20of%20bats%20and%20nocturnal%20insects%20to%20urban%20green%20areas.pdf,https://repositorio.ul.pt/bitstream/10451/49255/1/Response%20of%20bats%20and%20nocturnal%20insects%20to%20urban%20green%20areas.pdf,http://hdl.handle.net/10451/49255,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:repositorio.ul.pt:10451/49255,6129a0d639f8d5e53e4,University of Lisbon - Repositório da Universidade de Lisboa,2021-08-05,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,1439-1791,1439-1791,Basic and Applied Ecology,Elsevier BV,2021-03-01,2021,Response of bats and nocturnal insects to urban green areas in Europe,2023-02-22T05:12:54.445986,MAYBE
10.1016/j.baae.2021.01.006,2023-03-17T15:57:07.250509,https://www.dora.lib4ri.ch/wsl/islandora/object/wsl%3A26159/datastream/PDF/Villarroya-Villalba-2021-Response_of_bats_and_nocturnal-%28published_version%29.pdf,https://www.dora.lib4ri.ch/wsl/islandora/object/wsl%3A26159/datastream/PDF/Villarroya-Villalba-2021-Response_of_bats_and_nocturnal-%28published_version%29.pdf,https://www.dora.lib4ri.ch/wsl/islandora/object/wsl%3A26159,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:dora:wsl_26159,97aa526343b06bea6c9,"Swiss Federal Institute for Forest, Snow and Landscape Research - DORA WSL",2021-02-11,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,1439-1791,1439-1791,Basic and Applied Ecology,Elsevier BV,2021-03-01,2021,Response of bats and nocturnal insects to urban green areas in Europe,2023-02-22T05:12:54.445986,MAYBE
10.1016/j.baae.2021.01.006,2023-02-09T10:29:45.025003,https://www.research-collection.ethz.ch/bitstream/20.500.11850/470681/3/1-s2.0-S1439179121000074-main.pdf,https://www.research-collection.ethz.ch/bitstream/20.500.11850/470681/3/1-s2.0-S1439179121000074-main.pdf,http://hdl.handle.net/20.500.11850/470681,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:www.research-collection.ethz.ch:20.500.11850/470681,0ac97daf03bb8991822,ETH Zurich - Repository for Publications and Research Data,2021-02-22,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,1439-1791,1439-1791,Basic and Applied Ecology,Elsevier BV,2021-03-01,2021,Response of bats and nocturnal insects to urban green areas in Europe,2023-02-22T05:12:54.445986,MAYBE
10.1016/j.baae.2021.01.006,2022-11-10T20:53:40.006431,https://repository.uantwerpen.be/docstore/d:irua:5548,https://repository.uantwerpen.be/docstore/d:irua:5548,https://hdl.handle.net/10067/1766610151162165141,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,c:irua:176661,mmv3envg3kaaztya9tmo,University of Antwerp - Institutional Repository University of Antwerp,2021-04-15,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,1439-1791,1439-1791,Basic and Applied Ecology,Elsevier BV,2021-03-01,2021,Response of bats and nocturnal insects to urban green areas in Europe,2023-02-22T05:12:54.445986,MAYBE
10.1016/j.baae.2021.01.006,2023-02-22T04:45:01.518380,https://hal.science/hal-03881911/document,https://hal.science/hal-03881911/document,https://hal.science/hal-03881911,oa repository (via OAI-PMH doi match),NA,submittedVersion,repository,FALSE,oai:HAL:hal-03881911v1,b7862ef9ea7817152e1,Le Centre pour la Communication Scientifique Directe - HAL - Université Paris Descartes,2023-02-08,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,1439-1791,1439-1791,Basic and Applied Ecology,Elsevier BV,2021-03-01,2021,Response of bats and nocturnal insects to urban green areas in Europe,2023-02-22T05:12:54.445986,MAYBE
10.1080/01650521.2021.1974709,2022-11-11T08:32:17.940660,https://figshare.com/articles/journal_contribution/Urbanization_is_associated_to_a_loss_of_phylogenetic_diversity_of_birds_in_a_medium_size_city_on_the_Andes_of_Colombia_South_America/16915922/1/files/31294808.pdf,https://figshare.com/articles/journal_contribution/Urbanization_is_associated_to_a_loss_of_phylogenetic_diversity_of_birds_in_a_medium_size_city_on_the_Andes_of_Colombia_South_America/16915922/1/files/31294808.pdf,https://figshare.com/articles/journal_contribution/Urbanization_is_associated_to_a_loss_of_phylogenetic_diversity_of_birds_in_a_medium_size_city_on_the_Andes_of_Colombia_South_America/16915922,oa repository (via OAI-PMH title and first author match),cc-by,submittedVersion,repository,TRUE,oai:figshare.com:article/16915922,vzs6na3qd8sizyhrp6u5,University of Illinois at Chicago - INDIGO,2021-11-02,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"0165-0521,1744-5140",0165-0521,Studies on Neotropical Fauna and Environment,Informa UK Limited,2021-11-01,2021,"Urbanization is associated to a loss of phylogenetic diversity of birds in a medium size city on the Andes of Colombia, South America",2022-11-13T01:24:09.611904,MAYBE
10.1007/s10113-018-1284-z,2022-12-27T09:33:27.367126,http://diposit.ub.edu/dspace/bitstream/2445/134744/1/679373.pdf,http://diposit.ub.edu/dspace/bitstream/2445/134744/1/679373.pdf,http://hdl.handle.net/2445/134744,oa repository (via OAI-PMH doi match),cc0,acceptedVersion,repository,TRUE,oai:diposit.ub.edu:2445/134744,e32e740fde0998433a4,Universitat de Barcelona - Dipòsit Digital de la Universitat de Barcelona,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"1436-3798,1436-378X",1436-3798,Regional Environmental Change,Springer Science and Business Media LLC,2018-03-06,2018,"A landscape ecology assessment of land-use change on the Great Plains-Denver (CO, USA) metropolitan edge",2021-07-08T15:30:19.823751,MAYBE
10.1016/j.ufug.2017.12.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1618-8667,1610-8167,Urban Forestry &amp; Urban Greening,Elsevier BV,2019-01-01,2019,Biodiversity and ecosystem services in urban green infrastructure planning: A case study from the metropolitan area of Rome (Italy),2022-07-28T16:15:50.600752,MAYBE
10.3390/land10040434,2023-03-23T20:42:28.088792,https://www.mdpi.com/2073-445X/10/4/434/pdf?version=1618892295,https://www.mdpi.com/2073-445X/10/4/434/pdf?version=1618892295,https://doi.org/10.3390/land10040434,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2021-04-18,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2073-445X,2073-445X,Land,MDPI AG,2021-04-18,2021,Influence of Land Use on Avian Diversity in North African Urban Environments,2023-01-25T17:37:43.037257,MAYBE
10.3390/land10040434,2022-12-11T18:16:14.488063,https://www.mdpi.com/2073-445X/10/4/434/pdf,https://www.mdpi.com/2073-445X/10/4/434/pdf,https://www.mdpi.com/2073-445X/10/4/434/pdf,oa repository (via OAI-PMH title and first author match),cc-by,publishedVersion,repository,FALSE,oai:RePEc:gam:jlands:v:10:y:2021:i:4:p:434-:d:538632,8da803012a7aa37d990,RePEc: Research Papers in Economics - RePEc,2021-04-22,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2073-445X,2073-445X,Land,MDPI AG,2021-04-18,2021,Influence of Land Use on Avian Diversity in North African Urban Environments,2023-01-25T17:37:43.037257,MAYBE
10.12804/revistas.urosario.edu.co/territorios/a.6253,2023-03-23T20:42:28.397626,https://revistas.urosario.edu.co/index.php/territorios/article/download/6253/6750,https://revistas.urosario.edu.co/index.php/territorios/article/download/6253/6750,https://doi.org/10.12804/revistas.urosario.edu.co/territorios/a.6253,oa journal (via doaj),cc-by-nc,publishedVersion,publisher,TRUE,NA,NA,NA,2019-01-01,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2215-7484,0123-8418",0123-8418,Territorios,Colegio Mayor de Nuestra Senora del Rosario,2019-01-01,2019,Manejo de la avifauna como parte de la gestión del arbolado urbano en Bogotá D. C.,2022-07-08T21:54:07.321987,MAYBE
10.12804/revistas.urosario.edu.co/territorios/a.6253,2019-10-01T00:00:00,http://pdfs.semanticscholar.org/4ecf/0148d5e881cc2042ad4d489fa1ef5d277688.pdf,http://pdfs.semanticscholar.org/4ecf/0148d5e881cc2042ad4d489fa1ef5d277688.pdf,https://semanticscholar.org/paper/4ecf0148d5e881cc2042ad4d489fa1ef5d277688,oa repository (semantic scholar lookup),NA,submittedVersion,repository,FALSE,NA,trmgzrn8eq4yx7ddvmzs,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2215-7484,0123-8418",0123-8418,Territorios,Colegio Mayor de Nuestra Senora del Rosario,2019-01-01,2019,Manejo de la avifauna como parte de la gestión del arbolado urbano en Bogotá D. C.,2022-07-08T21:54:07.321987,MAYBE
10.12804/revistas.urosario.edu.co/territorios/a.6253,2022-11-06T19:18:57.287762,https://dialnet.unirioja.es/descarga/articulo/7225350.pdf,https://dialnet.unirioja.es/descarga/articulo/7225350.pdf,https://dialnet.unirioja.es/servlet/oaiart?codigo=7225350,oa repository (via OAI-PMH title and first author match),NA,submittedVersion,repository,FALSE,oai:dialnet.unirioja.es:ART0001362394,4792168fa73c0ebbdfb,Universidad de la Rioja - Dialnet,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2215-7484,0123-8418",0123-8418,Territorios,Colegio Mayor de Nuestra Senora del Rosario,2019-01-01,2019,Manejo de la avifauna como parte de la gestión del arbolado urbano en Bogotá D. C.,2022-07-08T21:54:07.321987,MAYBE
10.3389/fevo.2017.00036,2023-03-23T20:42:28.646806,https://www.frontiersin.org/articles/10.3389/fevo.2017.00036/pdf,https://www.frontiersin.org/articles/10.3389/fevo.2017.00036/pdf,https://doi.org/10.3389/fevo.2017.00036,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2017-05-02,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2296-701X,2296-701X,Frontiers in Ecology and Evolution,Frontiers Media SA,2017-05-02,2017,Birds and Roads: Reduced Transit for Smaller Species over Roads within an Urban Environment,2022-10-25T05:40:40.172628,MAYBE
10.3389/fevo.2017.00036,2022-10-20T22:47:57.186978,https://research-repository.griffith.edu.au/bitstream/10072/355528/1/JohnsonPUB5162.pdf,https://research-repository.griffith.edu.au/bitstream/10072/355528/1/JohnsonPUB5162.pdf,http://hdl.handle.net/10072/355528,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:research-repository.griffith.edu.au:10072/355528,nxr44wx3axvh9r2kzula,"Griffith University, Queensland, Australia - Griffith Research Online",2020-08-29,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2296-701X,2296-701X,Frontiers in Ecology and Evolution,Frontiers Media SA,2017-05-02,2017,Birds and Roads: Reduced Transit for Smaller Species over Roads within an Urban Environment,2022-10-25T05:40:40.172628,MAYBE
10.2111/rangelands-d-12-00003.1,2020-09-29T21:05:03.032349,https://repository.arizona.edu/bitstream/10150/639911/1/19542-33404-1-PB.pdf,https://repository.arizona.edu/bitstream/10150/639911/1/19542-33404-1-PB.pdf,http://hdl.handle.net/10150/639911,oa repository (via OAI-PMH doi match),NA,acceptedVersion,repository,TRUE,oai:repository.arizona.edu:10150/639911,e5971820d7236f12a25,The University of Arizona - UA Campus Repository,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0190-0528,0190-0528,Rangelands,Elsevier BV,2012-10-01,2012,From the Range to the Forest to the City,2021-01-12T21:15:32.121032,MAYBE
10.1016/j.ecolind.2021.107414,2023-03-23T20:42:29.099892,https://doi.org/10.1016/j.ecolind.2021.107414,NA,https://doi.org/10.1016/j.ecolind.2021.107414,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,TRUE,NA,NA,NA,2021-05-01,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,1470-160X,1470-160X,Ecological Indicators,Elsevier BV,2021-05-01,2021,Incorporating spatio-temporal connectivity for prioritized conservation of individual habitat patches in a dynamic landscape,2021-11-14T10:03:06.180098,MAYBE
10.1111/acv.12035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1367-9430,1367-9430,Animal Conservation,Wiley,2013-03-21,2013,Evaluating the effectiveness of a Safe Harbor Program for connecting wildlife populations,2021-01-17T21:58:27.944235,MAYBE
10.1007/s11252-020-01074-3,2023-03-23T20:42:29.463623,https://link.springer.com/content/pdf/10.1007/s11252-020-01074-3.pdf,https://link.springer.com/content/pdf/10.1007/s11252-020-01074-3.pdf,https://doi.org/10.1007/s11252-020-01074-3,open (via crossref license),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2020-11-25,2,TRUE,FALSE,journal-article,hybrid,FALSE,FALSE,FALSE,"1083-8155,1573-1642",1083-8155,Urban Ecosystems,Springer Science and Business Media LLC,2020-11-25,2020,Urban open spaces from a dispersal perspective: lessons from an individual-based model approach to assess the effects of landscape patterns on the viability of wildlife populations,2022-12-03T05:10:10.373175,MAYBE
10.1016/j.gecco.2015.07.002,2023-03-23T20:42:29.678173,https://doi.org/10.1016/j.gecco.2015.07.002,NA,https://doi.org/10.1016/j.gecco.2015.07.002,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,TRUE,NA,NA,NA,2015-07-01,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2351-9894,2351-9894,Global Ecology and Conservation,Elsevier BV,2015-07-01,2015,Vegetated fauna overpass enhances habitat connectivity for forest dwelling herpetofauna,2022-10-24T01:15:43.802881,MAYBE
10.1016/j.gecco.2015.07.002,2022-10-21T04:30:07.883910,https://research-repository.griffith.edu.au/bitstream/10072/77507/1/McGregorPUB34.pdf,https://research-repository.griffith.edu.au/bitstream/10072/77507/1/McGregorPUB34.pdf,http://hdl.handle.net/10072/77507,oa repository (via OAI-PMH doi match),cc-by-nc-nd,publishedVersion,repository,FALSE,oai:research-repository.griffith.edu.au:10072/77507,1682e0cdd0e88e4d723,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2351-9894,2351-9894,Global Ecology and Conservation,Elsevier BV,2015-07-01,2015,Vegetated fauna overpass enhances habitat connectivity for forest dwelling herpetofauna,2022-10-24T01:15:43.802881,MAYBE
10.1016/j.ufug.2016.10.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1618-8667,1610-8167,Urban Forestry &amp; Urban Greening,Elsevier BV,2016-12-01,2016,"Responses of anuran communities to rapid urban growth in Shanghai, China",2022-07-31T02:10:20.416640,MAYBE
10.1016/j.japb.2019.03.008,2023-03-23T20:42:30.064273,https://doi.org/10.1016/j.japb.2019.03.008,NA,https://doi.org/10.1016/j.japb.2019.03.008,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,TRUE,NA,NA,NA,2019-09-01,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2287-884X,2287-884X,Journal of Asia-Pacific Biodiversity,Elsevier BV,2019-09-01,2019,Influence of landscape matrix on urban bird abundance: evidence from Malaysian citizen science data,2022-01-03T20:46:01.510887,MAYBE
10.1016/j.japb.2019.03.008,2022-11-27T07:04:31.828715,http://psasir.upm.edu.my/id/eprint/80257/1/Influence%20of%20landscape%20matrix%20on%20urban%20bird%20abundance%20evidence%20from%20Malaysian%20citizen%20science%20data.pdf,http://psasir.upm.edu.my/id/eprint/80257/1/Influence%20of%20landscape%20matrix%20on%20urban%20bird%20abundance%20evidence%20from%20Malaysian%20citizen%20science%20data.pdf,http://psasir.upm.edu.my/id/eprint/80257/1/Influence%20of%20landscape%20matrix%20on%20urban%20bird%20abundance%20evidence%20from%20Malaysian%20citizen%20science%20data.pdf,oa repository (via OAI-PMH doi match),NA,acceptedVersion,repository,FALSE,oai:psasir.upm.edu.my:80257,c2ce3bec80e69b5c728,NA,2020-10-19,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2287-884X,2287-884X,Journal of Asia-Pacific Biodiversity,Elsevier BV,2019-09-01,2019,Influence of landscape matrix on urban bird abundance: evidence from Malaysian citizen science data,2022-01-03T20:46:01.510887,MAYBE
10.1016/j.scitotenv.2017.12.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0048-9697,0048-9697,Science of The Total Environment,Elsevier BV,2018-05-01,2018,Detecting the response of bird communities and biodiversity to habitat loss and fragmentation due to urbanization,2021-01-14T15:27:27.022839,MAYBE
10.1016/j.landusepol.2019.104256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0264-8377,0264-8377,Land Use Policy,Elsevier BV,2020-01-01,2020,Impact model of urban development on steppic birds in natura 2000 spaces,2021-01-13T14:10:01.363390,MAYBE
10.1111/geb.13051,2023-03-23T20:42:30.648839,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/geb.13051,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/geb.13051,https://doi.org/10.1111/geb.13051,open (via crossref license),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2019-12-26,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"1466-822X,1466-8238",1466-822X,Global Ecology and Biogeography,Wiley,2019-12-26,2019,Invasion of freshwater ecosystems is promoted by network connectivity to hotspots of human activity,2022-12-03T12:53:11.046314,MAYBE
10.1111/geb.13051,2022-11-28T15:50:15.766500,http://dspace.stir.ac.uk/bitstream/1893/30606/1/geb.13051.pdf,http://dspace.stir.ac.uk/bitstream/1893/30606/1/geb.13051.pdf,http://hdl.handle.net/1893/30606,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:dspace.stir.ac.uk:1893/30606,644974fe4403cbccb1b,University of Stirling - Stirling Online Research Repository,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"1466-822X,1466-8238",1466-822X,Global Ecology and Biogeography,Wiley,2019-12-26,2019,Invasion of freshwater ecosystems is promoted by network connectivity to hotspots of human activity,2022-12-03T12:53:11.046314,MAYBE
10.1111/geb.13051,2022-12-19T01:34:40.437991,http://nora.nerc.ac.uk/id/eprint/526350/1/N526350JA.pdf,http://nora.nerc.ac.uk/id/eprint/526350/1/N526350JA.pdf,http://nora.nerc.ac.uk/id/eprint/526350/1/N526350JA.pdf,oa repository (via OAI-PMH doi match),cc-by,acceptedVersion,repository,FALSE,oai:nora.nerc.ac.uk:526350,f3e083a9504ffa55f33,Natural Environment Research Council - NERC Open Research Archive,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"1466-822X,1466-8238",1466-822X,Global Ecology and Biogeography,Wiley,2019-12-26,2019,Invasion of freshwater ecosystems is promoted by network connectivity to hotspots of human activity,2022-12-03T12:53:11.046314,MAYBE
10.1007/s11252-012-0282-z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1083-8155,1573-1642",1083-8155,Urban Ecosystems,Springer Science and Business Media LLC,2012-12-15,2012,Influence of human population size and the built environment on avian assemblages in urban green spaces,2021-01-17T03:50:29.630889,MAYBE
10.1111/een.12291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0307-6946,0307-6946,Ecological Entomology,Wiley,2016-02-11,2016,Diversity and specificity of host-natural enemy interactions in an urban-rural interface,2021-01-17T13:47:33.745754,MAYBE
