"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6DR7EE88","journalArticle","2017","Gangadharan, Aditya; Vaidyanathan, Srinivas; St. Clair, Colleen Cassady","Planning connectivity at multiple scales for large mammals in a human-dominated biodiversity hotspot","Journal for Nature Conservation","","16171381","10.1016/j.jnc.2017.02.003","https://linkinghub.elsevier.com/retrieve/pii/S1617138116301674","","2017-04","2023-05-02 20:16:47","2023-05-08 15:20:19","2023-05-02 20:13:03","38-47","","","36","","Journal for Nature Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Gangadharan_etal_2017_Journal for Nature Conservation.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9UHTSZG","journalArticle","2021","Griffin, Sean R.; Haddad, Nick M.","Connectivity and edge effects increase bee colonization in an experimentally fragmented landscape","Ecography","","0906-7590, 1600-0587","10.1111/ecog.05299","https://onlinelibrary.wiley.com/doi/10.1111/ecog.05299","","2021-06","2023-05-02 20:16:48","2023-05-08 15:20:19","2023-05-02 20:13:03","919-927","","6","44","","Ecography","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Griffin_Haddad_2021_Ecography.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKT9DJPW","journalArticle","2015","Poodat, Fatemeh; Arrowsmith, Colin; Fraser, David; Gordon, Ascelin","Prioritizing Urban Habitats for Connectivity Conservation: Integrating Centrality and Ecological Metrics","Environmental Management","","0364-152X, 1432-1009","10.1007/s00267-015-0520-2","http://link.springer.com/10.1007/s00267-015-0520-2","","2015-09","2023-01-16 23:45:50","2023-05-11 22:14:11","2023-05-02 20:13:03","664-674","","3","56","","Environmental Management","Prioritizing Urban Habitats for Connectivity Conservation","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Poodat_etal_2015_Environmental Management.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65EMUNDN","journalArticle","2020","Cadavid-Florez, Liliana; Laborde, Javier; Mclean, Donald James","Isolated trees and small woody patches greatly contribute to connectivity in highly fragmented tropical landscapes","Landscape and Urban Planning","","01692046","10.1016/j.landurbplan.2020.103745","https://linkinghub.elsevier.com/retrieve/pii/S0169204619312125","","2020-04","2023-05-02 20:16:48","2023-05-08 15:20:19","2023-05-02 20:13:03","103745","","","196","","Landscape and Urban Planning","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Cadavid-Florez_etal_2020_Landscape and Urban Planning.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SL2KBQF","journalArticle","2001","Hale, Marie L.; Lurz, Peter W. W.; Shirley, Mark D. F.; Rushton, Steven; Fuller, Robin M.; Wolff, Kirsten","Impact of Landscape Management on the Genetic Structure of Red Squirrel Populations","Science","","0036-8075, 1095-9203","10.1126/science.1062574","https://www.science.org/doi/10.1126/science.1062574","Landscape management practices that alter the degree of habitat fragmentation can significantly affect the genetic structure of animal populations. British red squirrels use “stepping stone” patches of habitat to move considerable distances through a fragmented habitat. Over the past few decades, the planting of a large conifer forest has connected groups of forest fragments in the north of England with those in southern Scotland. This “defragmentation” of the landscape has resulted in substantial genetic mixing of Scottish and Cumbrian genes in squirrel populations up to 100 kilometers from the site of the new forest. These results have implications for the conservation management of animal and plant species in fragmented landscapes such as those found in Britain.","2001-09-21","2023-05-02 20:16:48","2023-05-10 17:20:00","2023-05-02 20:13:03","2246-2248","","5538","293","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Hale_etal_2001_Science.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAPHKZBU","journalArticle","2019","Correa Ayram, Camilo A.; Mendoza, Manuel E.; Etter, Andrés; Pérez-Salicrup, Diego R.","Effect of the landscape matrix condition for prioritizing multispecies connectivity conservation in a highly biodiverse landscape of Central Mexico","Regional Environmental Change","","1436-3798, 1436-378X","10.1007/s10113-018-1393-8","http://link.springer.com/10.1007/s10113-018-1393-8","","2019-01","2023-05-02 20:16:50","2023-05-08 15:20:20","2023-05-02 20:13:03","149-163","","1","19","","Reg Environ Change","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Correa Ayram_etal_2019_Reg Environ Change.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WINQ5F4S","journalArticle","2016","Sánchez‐Montoya, María M.; Moleón, Marcos; Sánchez‐Zapata, Jose A.; Tockner, Klement","Dry riverbeds: corridors for terrestrial vertebrates","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.1508","https://onlinelibrary.wiley.com/doi/10.1002/ecs2.1508","","2016-10","2023-05-02 20:16:50","2023-05-08 15:20:20","2023-05-02 20:13:03","","","10","7","","Ecosphere","Dry riverbeds","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Sanchez‐Montoya_etal_2016_Ecosphere.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEJQ44AT","journalArticle","2018","Dondina, Olivia; Saura, Santiago; Bani, Luciano; Mateo-Sánchez, María C.","Enhancing connectivity in agroecosystems: focus on the best existing corridors or on new pathways?","Landscape Ecology","","0921-2973, 1572-9761","10.1007/s10980-018-0698-9","http://link.springer.com/10.1007/s10980-018-0698-9","","2018-10","2023-05-02 20:16:50","2023-05-08 15:20:20","2023-05-02 20:13:03","1741-1756","","10","33","","Landscape Ecol","Enhancing connectivity in agroecosystems","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Dondina_etal_2018_Landscape Ecol.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LR3BRW2S","journalArticle","2014","Dijk, William F.A. Van; Ruijven, Jasper Van; Berendse, Frank; Snoo, Geert R. De","The effectiveness of ditch banks as dispersal corridor for plants in agricultural landscapes depends on species’ dispersal traits","Biological Conservation","","00063207","10.1016/j.biocon.2014.01.006","https://linkinghub.elsevier.com/retrieve/pii/S0006320714000081","","2014-03","2023-05-02 20:16:51","2023-05-08 15:20:21","2023-05-02 20:13:03","91-98","","","171","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Dijk_etal_2014_Biological Conservation.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAI8E3DA","journalArticle","2011","Powney, Gary D.; Roy, David B.; Chapman, Daniel; Brereton, Tom; Oliver, Tom H.","Measuring functional connectivity using long-term monitoring data: <i>Population synchrony and functional connectivity</i>","Methods in Ecology and Evolution","","2041-210X","10.1111/j.2041-210X.2011.00098.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.2041-210X.2011.00098.x","1. We use population synchrony as a new empirical method to assess functional connectivity – the permeability of landscapes given species dispersal attributes. Functional connectivity is important because well-connected metapopulations are expected to be more resistant to stochastic events causing extinction. 2. A variety of factors impact population synchrony, and we attempt to account for several of these (shared climate, distance, habitat similarity and location within the range) before investigating impacts of the suitability of the landscape between populations – a proxy for permeability to dispersal. 3. For the Speckled Wood butterfly (Pararge aegeria), we find that population synchrony is positively correlated with landscape suitability, suggesting that synchrony might be used to measure functional connectivity. 4. The importance of landscape suitability for population synchrony shows a humped relationship with distance – suitability has no effect between 0 and 20 km, then showing a significant positive effect above 20 km but with reduced (still significant) effect from 160 to 200 km. This suggests that relatively close populations may exchange sufficient migrants for synchronisation, regardless of the matrix suitability. In contrast, more separate populations are synchronised only where the landscape permits functional connectivity, most likely through dispersal between intermediate stepping-stone populations. 5. Synthesis and applications. We show that patterns of synchrony in long-term monitoring data can be used to estimate functional connectivity of landscapes. As such, this technique might be used to test and prioritise the effectiveness of land management for conservation of species and to mitigate the effects of climate change.","2011-10","2022-05-10 16:01:37","2023-05-11 22:14:12","2023-05-02 20:13:03","527-533","","5","2","","","Measuring functional connectivity using long-term monitoring data","","","","","","","en","","","","","Wiley Online Library","","22 citations (Crossref) [2022-09-28] _eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.2041-210X.2011.00098.x QID: Q57251426","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Powney_etal_2011_Methods in Ecology and Evolution.pdf","","connectivity; butterfly; population; synchrony; MAYBE","conservation; butterfly dispersal; habitat; landscape ecology; metapopulation; permeability; speckled wood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUMHD3RH","journalArticle","2021","Threadgill, Katie R. D.; Hodgson, Jenny A.; Jones, Naomi; McClean, Colin J.; Hill, Jane K.","Quantifying trade‐offs between butterfly abundance and movement in the management of agricultural set‐aside strips","Insect Conservation and Diversity","","1752-458X, 1752-4598","10.1111/icad.12511","https://onlinelibrary.wiley.com/doi/10.1111/icad.12511","","2021-11","2023-05-02 20:16:51","2023-05-08 15:20:21","2023-05-02 20:13:03","768-779","","6","14","","Insect Conserv Diversity","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Threadgill_etal_2021_Insect Conserv Diversity.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SEWV5M3","journalArticle","2014","Stevenson-Holt, Claire D.; Watts, Kevin; Bellamy, Chloe C.; Nevin, Owen T.; Ramsey, Andrew D.","Defining Landscape Resistance Values in Least-Cost Connectivity Models for the Invasive Grey Squirrel: A Comparison of Approaches Using Expert-Opinion and Habitat Suitability Modelling","PLoS ONE","","1932-6203","10.1371/journal.pone.0112119","https://dx.plos.org/10.1371/journal.pone.0112119","","2014-11-07","2023-05-02 20:16:52","2023-05-08 15:20:21","2023-05-02 20:13:03","e112119","","11","9","","PLoS ONE","Defining Landscape Resistance Values in Least-Cost Connectivity Models for the Invasive Grey Squirrel","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Stevenson-Holt_etal_2014_PLoS ONE.pdf","","MAYBE","","Allen, Benjamin Lee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBL58K5A","journalArticle","2020","Portela, Marcela Bernardes; Rodrigues, Eliesé Idalino; De Sousa Rodrigues Filho, Carlos Alberto De Sousa Rodrigues; Rezende, Carla Ferreira; De Oliveira, Teógenes Senna De","Do ecological corridors increase the abundance of soil fauna?","Écoscience","","1195-6860, 2376-7626","10.1080/11956860.2019.1690933","https://www.tandfonline.com/doi/full/10.1080/11956860.2019.1690933","","2020-01-02","2023-05-02 20:16:52","2023-05-10 17:19:59","2023-05-02 20:13:03","45-57","","1","27","","Écoscience","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Portela_etal_2020_Ecoscience.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KUNIQND8","journalArticle","2014","Uden, Daniel R.; Hellman, Michelle L.; Angeler, David G.; Allen, Craig R.","The role of reserves and anthropogenic habitats for functional connectivity and resilience of ephemeral wetlands","Ecological Applications","","1051-0761","10.1890/13-1755.1","http://doi.wiley.com/10.1890/13-1755.1","","2014-10","2023-05-02 20:16:52","2023-05-08 15:20:22","2023-05-02 20:13:03","1569-1582","","7","24","","Ecological Applications","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Uden_etal_2014_Ecological Applications.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZL64XCUF","journalArticle","2021","Ganser, Dominik; Albrecht, Matthias; Knop, Eva","Wildflower strips enhance wild bee reproductive success","Journal of Applied Ecology","","0021-8901, 1365-2664","10.1111/1365-2664.13778","https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.13778","","2021-03","2023-05-02 20:16:53","2023-05-10 17:19:59","2023-05-02 20:13:03","486-495","","3","58","","J Appl Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Ganser_etal_2021_J Appl Ecol.pdf","","MAYBE","","Peralta, Guadalupe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V87HKIY3","journalArticle","2018","Scrafford, Matthew A; Avgar, Tal; Heeres, Rick; Boyce, Mark S","Roads elicit negative movement and habitat-selection responses by wolverines (Gulo gulo luscus)","Behavioral Ecology","","1045-2249, 1465-7279","10.1093/beheco/arx182","https://academic.oup.com/beheco/article/29/3/534/4844878","","2018-05-09","2023-05-02 20:16:53","2023-05-08 15:20:22","2023-05-02 20:13:03","534-542","","3","29","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Scrafford_etal_2018_Behavioral Ecology.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4SVJ4ZB","journalArticle","2018","Hearn, Andrew J.; Cushman, Samuel A.; Goossens, Benoit; Macdonald, Ewan; Ross, Joanna; Hunter, Luke T.B.; Abram, Nicola K.; Macdonald, David W.","Evaluating scenarios of landscape change for Sunda clouded leopard connectivity in a human dominated landscape","Biological Conservation","","00063207","10.1016/j.biocon.2018.04.016","https://linkinghub.elsevier.com/retrieve/pii/S0006320717317652","","2018-06","2023-05-02 20:16:53","2023-05-08 15:20:22","2023-05-02 20:13:03","232-240","","","222","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Hearn_etal_2018_Biological Conservation.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUID3H3E","journalArticle","2018","Habibzadeh, N.; Ashrafzadeh, M. R.","Habitat suitability and connectivity for an endangered brown bear population in the Iranian Caucasus","Wildlife Research","","1035-3712","10.1071/WR17175","http://www.publish.csiro.au/?paper=WR17175","Context The identification of suitable habitats and the assessment of connectivity are important to preserve key areas for small isolated, endangered populations. The brown bear, Ursus arctos, needs connectivity to supply the primary habitat requirements including food, water, shelter and space and to provide gene flow among all populations in the Iranian Caucasus. Aims In the present study, we investigated the status and habitat requirements of an endangered brown bear population within the Iranian Caucasus. Methods We applied an approach of consensus species distribution modelling to estimate the distribution of suitable habitats for brown bears using uncorrelated environmental variables. We then used the concept of circuit theory on resultant breeding patches to evaluate regional patterns of connectivity among these patches. Key results We predicted that ~9.10% of the study area is suitable for the brown bear at present. Ten patches (7.95% of the study area) were detected as suitable for breeding populations, where some populations are not able to survive without connectivity. The results indicated that habitat connectivity is sometimes widely affected by a high concentration of human activities such as roads, settlements and mining activities. Our findings showed that existing conservation areas could not safeguard the connectivity of brown bear habitats across the Iranian Caucasus. Conclusions Our results can help target fine-scaled planning approaches for the maintenance of bear meta-population structure, as well as facilitate the movement of individuals by protecting different landscape features. Implications The populations of brown bear are among the first to be harmed by the loss of habitat and connectivity, and, thus, this species is an appropriate focal species for linkage design that is beneficial for threatened populations of other co-existing species such as Persian leopard, grey wolf and Eurasian lynx. Moreover, the brown bear is among the most popular flagship species for conservation planning, which might increase public support for the restoration of habitat and linkages.","2018","2023-05-02 20:16:54","2023-05-15 20:44:11","2023-05-02 20:13:04","602","","7","45","","Wildlife Res.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","MAYBE; DUPE; #nosource","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWF96F8L","journalArticle","2016","West, Simon; Cairns, Rose; Schultz, Lisen","What constitutes a successful biodiversity corridor? A Q-study in the Cape Floristic Region, South Africa","Biological Conservation","","00063207","10.1016/j.biocon.2016.04.019","https://linkinghub.elsevier.com/retrieve/pii/S0006320716301562","","2016-06","2023-05-02 20:16:54","2023-05-08 15:20:23","2023-05-02 20:13:04","183-192","","","198","","Biological Conservation","What constitutes a successful biodiversity corridor?","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\West_etal_2016_Biological Conservation.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I39P9SJ8","journalArticle","2016","Roy, Arijit; Bhattacharya, Sudeepto; Ramprakash, M.; Senthil Kumar, A.","Modelling critical patches of connectivity for invasive Maling bamboo (Yushania maling) in Darjeeling Himalayas using graph theoretic approach","Ecological Modelling","","03043800","10.1016/j.ecolmodel.2016.02.016","https://linkinghub.elsevier.com/retrieve/pii/S030438001630045X","","2016-06","2023-05-02 20:16:54","2023-05-08 15:20:23","2023-05-02 20:13:04","77-85","","","329","","Ecological Modelling","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Roy_etal_2016_Ecological Modelling.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMG4S66E","journalArticle","2016","Poniatowski, Dominik; Löffler, Franz; Stuhldreher, Gregor; Borchard, Fabian; Krämer, Benjamin; Fartmann, Thomas","Functional connectivity as an indicator for patch occupancy in grassland specialists","Ecological Indicators","","1470160X","10.1016/j.ecolind.2016.03.047","https://linkinghub.elsevier.com/retrieve/pii/S1470160X16301510","","2016-08","2023-05-02 20:16:54","2023-05-08 15:20:23","2023-05-02 20:13:04","735-742","","","67","","Ecological Indicators","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Poniatowski_etal_2016_Ecological Indicators.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJKKJB88","journalArticle","2016","Herrmann, John D.; Carlo, Tomás A.; Brudvig, Lars A.; Damschen, Ellen I.; Haddad, Nick M.; Levey, Douglas J.; Orrock, John L.; Tewksbury, Joshua J.","Connectivity from a different perspective: comparing seed dispersal kernels in connected vs. unfragmented landscapes","Ecology","","0012-9658, 1939-9170","10.1890/15-0734.1","https://onlinelibrary.wiley.com/doi/10.1890/15-0734.1","","2016-05","2023-05-02 20:16:54","2023-05-10 17:19:59","2023-05-02 20:13:04","1274-1282","","5","97","","Ecology","Connectivity from a different perspective","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Herrmann_etal_2016_Ecology.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26MGBH8Q","journalArticle","2018","Wang, Yun; Guan, Lei; Chen, Jiding; Kong, Yaping","Influences on mammals frequency of use of small bridges and culverts along the Qinghai–Tibet railway, China","Ecological Research","","0912-3814, 1440-1703","10.1007/s11284-018-1578-0","http://doi.wiley.com/10.1007/s11284-018-1578-0","","2018-09","2023-05-02 20:16:54","2023-05-10 17:19:58","2023-05-02 20:13:04","879-887","","5","33","","Ecol Res","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Wang_etal_2018_Ecol Res.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IYJ9HW8W","journalArticle","2016","Rayfield, Bronwyn; Pelletier, David; Dumitru, Maria; Cardille, Jeffrey A.; Gonzalez, Andrew","Multipurpose habitat networks for short‐range and long‐range connectivity: a new method combining graph and circuit connectivity","Methods in Ecology and Evolution","","2041-210X, 2041-210X","10.1111/2041-210X.12470","https://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12470","","2016-02","2023-05-02 20:16:55","2023-05-10 17:19:58","2023-05-02 20:13:04","222-231","","2","7","","Methods Ecol Evol","Multipurpose habitat networks for short‐range and long‐range connectivity","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Rayfield_etal_2016_Methods Ecol Evol.pdf","","MAYBE","","Travis, Justin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7EPCL3E","journalArticle","2014","Roscioni, Federica; Rebelo, Hugo; Russo, Danilo; Carranza, Maria Laura; Di Febbraro, Mirko; Loy, Anna","A modelling approach to infer the effects of wind farms on landscape connectivity for bats","Landscape Ecology","","0921-2973, 1572-9761","10.1007/s10980-014-0030-2","http://link.springer.com/10.1007/s10980-014-0030-2","","2014-05","2023-05-02 20:16:55","2023-05-08 15:20:24","2023-05-02 20:13:04","891-903","","5","29","","Landscape Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Roscioni_etal_2014_Landscape Ecol.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T29XQEBW","journalArticle","2022","Brunton, E.; Brunton, A.; Hohwieler, K.; Ogbourne, S.; Conroy, G.","Spatial genetic structure and gene flow of the eastern grey kangaroo (Macropus giganteus), in a rapidly urbanising landscape","Global Ecology and Conservation","","23519894","10.1016/j.gecco.2022.e02273","https://linkinghub.elsevier.com/retrieve/pii/S235198942200275X","","2022-10","2023-05-02 20:16:56","2023-05-08 15:20:24","2023-05-02 20:13:04","e02273","","","38","","Global Ecology and Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Brunton_etal_2022_Global Ecology and Conservation.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDL7LHNX","journalArticle","2013","Saarikivi, J.; Knopp, T.; Granroth, A.; Merilä, J.","The role of golf courses in maintaining genetic connectivity between common frog (Rana temporaria) populations in an urban setting","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-013-0495-6","http://link.springer.com/10.1007/s10592-013-0495-6","","2013-10","2023-05-02 20:16:56","2023-05-08 15:20:25","2023-05-02 20:13:04","1057-1064","","5","14","","Conserv Genet","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Saarikivi_etal_2013_Conserv Genet.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AW3HH87J","journalArticle","2017","Honnen, Ann-Christin; Monaghan, Michael T","City-Dwellers and Country Folks: Lack of Population Differentiation Along an Urban–Rural Gradient in the Mosquito <i>Culex pipiens</i> (Diptera: Culicidae)","Journal of Insect Science","","1536-2442","10.1093/jisesa/iex086","https://academic.oup.com/jinsectscience/article/doi/10.1093/jisesa/iex086/4560636","","2017-09-01","2023-05-02 20:16:56","2023-05-08 15:20:25","2023-05-02 20:13:04","","","5","17","","","City-Dwellers and Country Folks","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Honnen_Monaghan_2017_Journal of Insect Science.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCRUICI9","journalArticle","2021","Van Moorter, Bram; Kivimäki, Ilkka; Panzacchi, Manuela; Saerens, Marco","Defining and quantifying effective connectivity of landscapes for species' movements","Ecography","","0906-7590, 1600-0587","10.1111/ecog.05351","https://onlinelibrary.wiley.com/doi/10.1111/ecog.05351","","2021-06","2022-06-15 19:10:17","2023-05-11 22:14:37","2023-05-02 20:13:04","870-884","","6","44","","Ecography","","","","","","","","en","","","","","DOI.org (Crossref)","","DOI: 10.1111/ecog.05351 MAG ID: 3136250609","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Van Moorter_etal_2021_Ecography.pdf","","REVIEW; MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DH2JQW9D","journalArticle","2017","Milanesi, P.; Holderegger, R.; Bollmann, K.; Gugerli, F.; Zellweger, F.","Three-dimensional habitat structure and landscape genetics: a step forward in estimating functional connectivity","Ecology","","00129658","10.1002/ecy.1645","https://onlinelibrary.wiley.com/doi/10.1002/ecy.1645","","2017-02","2023-05-02 20:16:57","2023-05-08 15:20:26","2023-05-02 20:13:04","393-402","","2","98","","Ecology","Three-dimensional habitat structure and landscape genetics","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Milanesi_etal_2017_Ecology.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
